30,0.2,0.0425,-0.875,-0.12,0,20
30,0.2,-0.075,-0.785,0.08,0,20
30,0.2,0.02125,-0.81,0.0175,0,20
30,0.2,0.0825,-0.84,-0.04,0,20
30,0.2,-0.03,-0.785,0.015,0,20
30,0.2,0.04875,-0.92,-0.0725,0,20
30,0.2,-0.01625,-0.71,-0.0325,0,20
30,0.2,0.02,-0.88,0.05,0,20
30,0.2,0.0225,-0.845,-0.01,0,20
30,0.2,0.04875,-0.9,-0.0175,0,20
30,0.2,-0.08125,-0.89,-0.0325,0,20
30,0.2,0.04625,-1.005,-0.0275,0,20
30,0.2,-0.05875,-0.87,-0.0425,0,20
30,0.2,0.0275,-0.73,-0.015,0,20
30,0.2,-0.08,-0.945,-0.01,0,20
30,0.2,-0.01625,-0.85,-0.0075,0,20
30,0.2,0.00375,-0.855,0.0575,0,20
30,0.2,-0.04,-0.77,0.02,0,20
30,0.2,-0.01125,-0.76,0.0475,0,20
30,0.2,0.00125,-0.68,0.0025,0,20
