21,0.2,0.0275,-0.755,-0.015,0,11
21,0.2,0.04625,-0.895,0.03,0,11
21,0.2,0.04125,-0.86,-0.0175,0,11
21,0.2,0.095,-0.78,-0.03,0,11
21,0.2,-0.0275,-0.89,0.075,0,11
21,0.2,0.0025,-0.85,-0.0075,0,11
21,0.2,0.02875,-0.905,0.01,0,11
21,0.2,-0.05125,-0.865,-0.02,0,11
21,0.2,-0.03,-0.84,-0.0375,0,11
21,0.2,-0.0675,-0.92,0.04,0,11
21,0.2,-0.04875,-0.765,0.0025,0,11
21,0.2,-0.02125,-0.93,0.04,0,11
21,0.2,-0.06125,-0.95,-0.0075,0,11
21,0.2,0.0425,-0.71,0.03,0,11
21,0.2,-0.03625,-0.825,0.0025,0,11
21,0.2,0.015,-0.79,0.01,0,11
21,0.2,0.055,-0.875,-0.0075,0,11
21,0.2,-0.0975,-0.945,-0.055,0,11
21,0.2,0.15625,-0.99,0.045,0,11
21,0.2,-0.01375,-0.885,-0.0175,0,11
