31,0.2,-0.01125,-0.805,0.02,0,21
31,0.2,-0.03625,-0.725,0.0325,0,21
31,0.2,0.0475,-0.83,0.0225,0,21
31,0.2,0.035,-0.87,0.02,0,21
31,0.2,0.00875,-0.795,-0.05,0,21
31,0.2,0.0125,-0.77,0.03,0,21
31,0.2,0,-0.81,0.025,0,21
31,0.2,-0.02,-0.785,-0.0125,0,21
31,0.2,-0.00125,-0.835,-0.02,0,21
31,0.2,0.045,-0.94,-0.0225,0,21
31,0.2,0.00375,-0.835,0.0125,0,21
31,0.2,0.015,-0.84,-0.0275,0,21
31,0.2,-0.0225,-0.905,0.0175,0,21
31,0.2,0.04125,-0.73,-0.0175,0,21
31,0.2,-0.05625,-0.875,-0.0275,0,21
31,0.2,-0.00875,-0.775,0.04,0,21
31,0.2,0.00375,-0.83,-0.0375,0,21
31,0.2,-0.05625,-0.955,-0.025,0,21
31,0.2,0.035,-0.82,0.0525,0,21
31,0.2,0.0225,-0.84,-0.045,0,21
