17,0.2,0.0975,-0.875,0.03,0,7
17,0.2,0.01375,-0.945,-0.01,0,7
17,0.2,-0.02375,-0.87,-0.025,0,7
17,0.2,0.0375,-0.88,0.04,0,7
17,0.2,0.02125,-0.81,0.0275,0,7
17,0.2,0.085,-0.845,-0.0025,0,7
17,0.2,0.04125,-0.795,0.065,0,7
17,0.2,-0.0625,-0.765,-0.0175,0,7
17,0.2,-0.01875,-0.975,0.005,0,7
17,0.2,0.01,-0.86,0,0,7
17,0.2,-0.0625,-0.835,0.015,0,7
17,0.2,0.04,-0.745,-0.025,0,7
17,0.2,-0.0175,-0.95,-0.005,0,7
17,0.2,0.04125,-0.83,0.0775,0,7
17,0.2,-0.0175,-0.775,-0.0125,0,7
17,0.2,0.1025,-0.815,0,0,7
17,0.2,-0.02875,-0.9,0.0025,0,7
17,0.2,-0.00375,-0.85,-0.01,0,7
17,0.2,0.01625,-0.91,0.025,0,7
17,0.2,-0.01,-0.77,-0.01,0,7
