44,0.2,0.01,-0.885,0.005,0,34
44,0.2,0.05375,-0.78,0.025,0,34
44,0.2,0.02375,-0.755,-0.0175,0,34
44,0.2,-0.015,-0.815,-0.01,0,34
44,0.2,0.005,-0.875,0.0525,0,34
44,0.2,-0.0325,-0.755,0.0025,0,34
44,0.2,0.01375,-0.765,0.025,0,34
44,0.2,0.03875,-0.78,0.01,0,34
44,0.2,-0.03,-0.8,0.02,0,34
44,0.2,0.0225,-0.885,-0.0275,0,34
44,0.2,-0.065,-0.91,0.0425,0,34
44,0.2,-0.03875,-0.72,0.005,0,34
44,0.2,0.03125,-0.91,0.005,0,34
44,0.2,0.1125,-0.805,-0.03,0,34
44,0.2,0.0275,-0.99,-0.0025,0,34
44,0.2,-0.015,-0.99,0.04,0,34
44,0.2,0.07375,-0.89,-0.0075,0,34
44,0.2,0.02875,-0.86,0.01,0,34
44,0.2,-0.03375,-0.825,-0.03,0,34
44,0.2,-0.02625,-0.925,-0.0375,0,34
