42,0.2,0.02625,-0.895,0.0025,0,32
42,0.2,-0.005,-0.71,-0.015,0,32
42,0.2,0,-0.835,-0.025,0,32
42,0.2,-0.05125,-0.795,-0.0025,0,32
42,0.2,-0.03375,-0.885,0.02,0,32
42,0.2,-0.03625,-0.655,-0.05,0,32
42,0.2,-0.01,-0.865,0.0675,0,32
42,0.2,0.00625,-0.78,-0.0375,0,32
42,0.2,-0.03875,-0.905,-0.085,0,32
42,0.2,0.01625,-0.885,0.04,0,32
42,0.2,-0.02375,-0.905,0.0275,0,32
42,0.2,0.00875,-0.785,-0.0175,0,32
42,0.2,-0.0275,-0.94,0.015,0,32
42,0.2,0.08125,-0.95,0.0025,0,32
42,0.2,0.10125,-0.885,0.04,0,32
42,0.2,-0.05375,-0.86,-0.0225,0,32
42,0.2,-0.0125,-0.885,0.0025,0,32
42,0.2,0.02,-0.855,-0.0225,0,32
42,0.2,0.075,-0.825,-0.04,0,32
42,0.2,-0.0425,-0.9,-0.0175,0,32
