20,0.2,0.03875,-0.835,-0.0225,0,10
20,0.2,0.01375,-0.87,0.01,0,10
20,0.2,0.04125,-0.9,0.0125,0,10
20,0.2,0.0625,-0.895,0.015,0,10
20,0.2,-0.01625,-0.925,0.0125,0,10
20,0.2,-0.0075,-0.78,-0.0525,0,10
20,0.2,0.0475,-0.93,-0.0225,0,10
20,0.2,-0.0875,-0.89,0.055,0,10
20,0.2,-0.02375,-0.9,0.01,0,10
20,0.2,-0.08375,-0.815,-0.02,0,10
20,0.2,-0.09,-0.96,0.035,0,10
20,0.2,0.03125,-0.995,-0.03,0,10
20,0.2,-0.0425,-0.765,0.005,0,10
20,0.2,0.03125,-0.75,-0.04,0,10
20,0.2,-0.0225,-0.86,-0.0275,0,10
20,0.2,0.02,-0.915,0.0275,0,10
20,0.2,0.0075,-0.76,-0.0425,0,10
20,0.2,-0.06125,-0.815,-0.075,0,10
20,0.2,0.085,-0.965,0.025,0,10
20,0.2,0.055,-0.74,0.0175,0,10
