38,0.2,-0.0025,-0.85,-0.01,0,28
38,0.2,0.0175,-0.875,0.015,0,28
38,0.2,0.00875,-0.935,0.0475,0,28
38,0.2,0.02,-0.795,-0.01,0,28
38,0.2,0.03125,-0.845,0.04,0,28
38,0.2,-0.05,-0.845,-0.02,0,28
38,0.2,0.08875,-0.905,-0.0225,0,28
38,0.2,0.0125,-0.845,-0.005,0,28
38,0.2,0.02625,-0.795,-0.015,0,28
38,0.2,-0.04,-0.825,0.015,0,28
38,0.2,-0.05125,-0.93,-0.01,0,28
38,0.2,0.0225,-0.845,0.0425,0,28
38,0.2,-0.04125,-0.735,0.0125,0,28
38,0.2,0.04375,-0.84,0.01,0,28
38,0.2,-0.01625,-0.865,-0.045,0,28
38,0.2,-0.00625,-0.95,-0.0425,0,28
38,0.2,0.01125,-0.965,-0.0175,0,28
38,0.2,0.02,-0.765,-0.0075,0,28
38,0.2,0.035,-0.875,-0.0025,0,28
38,0.2,0.07625,-0.84,-0.035,0,28
