sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.45,1,-4,1,0,13
1,0.45,0.9575,-3.725,0.915,0,13
2,0.45,0.9375,-3.58,0.875,0,13
3,0.45,0.91,-3.37,0.825,0,13
4,0.45,0.88125,-3.32,0.77,0,13
5,0.45,0.87875,-3.325,0.7625,0,13
6,0.45,0.85,-3.18,0.72,0,13
7,0.45,0.86,-3.2,0.7375,0,13
8,0.45,0.84375,-3.205,0.7175,0,13
9,0.45,0.805,-3.085,0.6475,0,13
10,0.45,0.8025,-2.995,0.6375,0,13
11,0.45,0.8025,-2.975,0.65,0,13
12,0.45,0.8175,-3.075,0.6925,0,13
13,0.45,0.80875,-3.075,0.6575,0,13
14,0.45,0.8425,-3.245,0.73,0,13
15,0.45,0.8325,-3.18,0.7,0,13
16,0.45,0.8475,-3.2,0.7275,0,13
17,0.45,0.855,-3.23,0.7275,0,13
18,0.45,0.84625,-3.2,0.71,0,13
19,0.45,0.84375,-3.165,0.71,0,13
20,0.45,0.82875,-3.16,0.6825,0,13
21,0.45,0.8475,-3.16,0.7175,0,13
22,0.45,0.8525,-3.175,0.7225,0,13
23,0.45,0.835,-3.13,0.705,0,13
24,0.45,0.85875,-3.295,0.7375,0,13
25,0.45,0.83625,-3.19,0.6975,0,13
26,0.45,0.82375,-3.085,0.6675,0,13
27,0.45,0.84,-3.125,0.715,0,13
28,0.45,0.83,-3.165,0.685,0,13
29,0.45,0.80875,-3.06,0.65,0,13
30,0.45,0.79875,-2.97,0.63,0,13
31,0.45,0.78875,-3.01,0.64,0,13
32,0.45,0.7925,-3,0.6625,0,13
33,0.45,0.80875,-3.085,0.6725,0,13
34,0.45,0.79375,-3.01,0.6325,0,13
35,0.45,0.82875,-3.105,0.6975,0,13
36,0.45,0.80375,-3.07,0.64,0,13
37,0.45,0.8125,-3.13,0.655,0,13
38,0.45,0.81,-3.115,0.6425,0,13
39,0.45,0.81875,-3.08,0.675,0,13
40,0.45,0.78875,-3.06,0.6025,0,13
41,0.45,0.78,-3.04,0.59,0,13
42,0.45,0.78125,-3.035,0.5825,0,13
43,0.45,0.805,-3.11,0.6425,0,13
44,0.45,0.83125,-3.215,0.6775,0,13
45,0.45,0.84125,-3.24,0.6925,0,13
46,0.45,0.81625,-3.14,0.6625,0,13
47,0.45,0.80625,-3.08,0.65,0,13
48,0.45,0.79875,-3.08,0.6175,0,13
49,0.45,0.7825,-3.105,0.595,0,13
50,0.45,0.7725,-2.965,0.5925,0,13
