sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.45,1,-4,1,0,15
1,0.45,0.95125,-3.65,0.905,0,15
2,0.45,0.92625,-3.52,0.86,0,15
3,0.45,0.91625,-3.47,0.8475,0,15
4,0.45,0.89125,-3.33,0.805,0,15
5,0.45,0.88625,-3.36,0.78,0,15
6,0.45,0.86375,-3.29,0.735,0,15
7,0.45,0.8375,-3.165,0.6975,0,15
8,0.45,0.8725,-3.325,0.7575,0,15
9,0.45,0.83875,-3.235,0.715,0,15
10,0.45,0.83625,-3.2,0.7125,0,15
11,0.45,0.82875,-3.16,0.6925,0,15
12,0.45,0.82125,-3.08,0.68,0,15
13,0.45,0.78125,-3,0.6125,0,15
14,0.45,0.78,-3.065,0.6275,0,15
15,0.45,0.80875,-3.025,0.67,0,15
16,0.45,0.8125,-3.085,0.65,0,15
17,0.45,0.83125,-3.18,0.69,0,15
18,0.45,0.7775,-2.985,0.6,0,15
19,0.45,0.81875,-3.14,0.67,0,15
20,0.45,0.82625,-3.135,0.6875,0,15
21,0.45,0.83125,-3.175,0.69,0,15
22,0.45,0.845,-3.165,0.72,0,15
23,0.45,0.835,-3.09,0.7025,0,15
24,0.45,0.82875,-3.115,0.6775,0,15
25,0.45,0.83625,-3.17,0.69,0,15
26,0.45,0.84875,-3.21,0.72,0,15
27,0.45,0.82125,-3.11,0.6675,0,15
28,0.45,0.83875,-3.125,0.6975,0,15
29,0.45,0.85,-3.185,0.7125,0,15
30,0.45,0.84875,-3.235,0.7125,0,15
31,0.45,0.8575,-3.255,0.7325,0,15
32,0.45,0.83125,-3.225,0.685,0,15
33,0.45,0.84625,-3.215,0.715,0,15
34,0.45,0.83875,-3.13,0.7025,0,15
35,0.45,0.84625,-3.195,0.725,0,15
36,0.45,0.85125,-3.25,0.73,0,15
37,0.45,0.84875,-3.215,0.73,0,15
38,0.45,0.84875,-3.225,0.7225,0,15
39,0.45,0.82375,-3.13,0.705,0,15
40,0.45,0.82375,-3.21,0.6825,0,15
41,0.45,0.82125,-3.15,0.6775,0,15
42,0.45,0.83875,-3.195,0.71,0,15
43,0.45,0.85,-3.23,0.7225,0,15
44,0.45,0.83625,-3.175,0.685,0,15
45,0.45,0.85375,-3.18,0.72,0,15
46,0.45,0.8375,-3.23,0.6925,0,15
47,0.45,0.815,-3.11,0.66,0,15
48,0.45,0.80875,-3.06,0.66,0,15
49,0.45,0.825,-3.14,0.68,0,15
50,0.45,0.835,-3.17,0.69,0,15
