sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.45,1,-4,1,0,12
1,0.45,0.9725,-3.805,0.9475,0,12
2,0.45,0.93875,-3.605,0.88,0,12
3,0.45,0.9025,-3.395,0.81,0,12
4,0.45,0.9025,-3.355,0.8325,0,12
5,0.45,0.875,-3.24,0.76,0,12
6,0.45,0.86875,-3.32,0.77,0,12
7,0.45,0.86625,-3.25,0.76,0,12
8,0.45,0.86125,-3.175,0.74,0,12
9,0.45,0.8675,-3.225,0.75,0,12
10,0.45,0.85125,-3.17,0.7125,0,12
11,0.45,0.8575,-3.235,0.7325,0,12
12,0.45,0.83125,-3.245,0.6875,0,12
13,0.45,0.83125,-3.15,0.7,0,12
14,0.45,0.84125,-3.17,0.7275,0,12
15,0.45,0.82625,-3.055,0.685,0,12
16,0.45,0.80875,-3.03,0.66,0,12
17,0.45,0.81,-3.11,0.6525,0,12
18,0.45,0.81625,-3.09,0.6725,0,12
19,0.45,0.83125,-3.175,0.7125,0,12
20,0.45,0.8375,-3.17,0.7,0,12
21,0.45,0.8325,-3.135,0.7,0,12
22,0.45,0.8125,-3.11,0.6725,0,12
23,0.45,0.83125,-3.125,0.71,0,12
24,0.45,0.82625,-3.17,0.7025,0,12
25,0.45,0.835,-3.2,0.7075,0,12
26,0.45,0.83125,-3.2,0.6825,0,12
27,0.45,0.82,-3.09,0.7,0,12
28,0.45,0.81,-3.075,0.68,0,12
29,0.45,0.8225,-3.13,0.7,0,12
30,0.45,0.80875,-3.095,0.6775,0,12
31,0.45,0.78,-3.06,0.6275,0,12
32,0.45,0.775,-2.975,0.615,0,12
33,0.45,0.7925,-3.08,0.6375,0,12
34,0.45,0.7875,-3.09,0.6375,0,12
35,0.45,0.795,-3.13,0.665,0,12
36,0.45,0.78875,-3.165,0.6575,0,12
37,0.45,0.7525,-3.115,0.6025,0,12
38,0.45,0.77375,-3.12,0.625,0,12
39,0.45,0.735,-3.035,0.5475,0,12
40,0.45,0.76625,-3.02,0.585,0,12
41,0.45,0.765,-3.08,0.5925,0,12
42,0.45,0.75,-3.09,0.5975,0,12
43,0.45,0.78625,-3.1,0.655,0,12
44,0.45,0.81125,-3.18,0.675,0,12
45,0.45,0.80875,-3.145,0.6525,0,12
46,0.45,0.8225,-3.165,0.6775,0,12
47,0.45,0.81375,-3.05,0.6625,0,12
48,0.45,0.815,-3.06,0.6675,0,12
49,0.45,0.81,-2.965,0.675,0,12
50,0.45,0.8175,-3,0.68,0,12
