sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.45,1,-4,1,0,8
1,0.45,0.965,-3.735,0.93,0,8
2,0.45,0.9575,-3.69,0.915,0,8
3,0.45,0.90125,-3.37,0.82,0,8
4,0.45,0.86625,-3.25,0.745,0,8
5,0.45,0.88375,-3.3,0.78,0,8
6,0.45,0.87,-3.225,0.7625,0,8
7,0.45,0.8625,-3.22,0.7375,0,8
8,0.45,0.8625,-3.23,0.7475,0,8
9,0.45,0.8625,-3.23,0.735,0,8
10,0.45,0.875,-3.26,0.765,0,8
11,0.45,0.8475,-3.24,0.715,0,8
12,0.45,0.8275,-3.165,0.6975,0,8
13,0.45,0.835,-3.115,0.6975,0,8
14,0.45,0.85125,-3.17,0.7175,0,8
15,0.45,0.85125,-3.175,0.7175,0,8
16,0.45,0.86,-3.16,0.7375,0,8
17,0.45,0.8575,-3.175,0.7425,0,8
18,0.45,0.85,-3.135,0.7225,0,8
19,0.45,0.84875,-3.155,0.7125,0,8
20,0.45,0.83125,-3.11,0.68,0,8
21,0.45,0.82625,-3.15,0.665,0,8
22,0.45,0.82,-3.08,0.6675,0,8
23,0.45,0.81,-3.095,0.6475,0,8
24,0.45,0.8225,-3.15,0.675,0,8
25,0.45,0.845,-3.135,0.7175,0,8
26,0.45,0.8475,-3.155,0.71,0,8
27,0.45,0.84875,-3.13,0.71,0,8
28,0.45,0.84375,-3.085,0.7225,0,8
29,0.45,0.83125,-3.05,0.6875,0,8
30,0.45,0.83375,-3.075,0.68,0,8
31,0.45,0.815,-3.03,0.655,0,8
32,0.45,0.86375,-3.235,0.7525,0,8
33,0.45,0.8875,-3.33,0.7875,0,8
34,0.45,0.85,-3.215,0.7225,0,8
35,0.45,0.865,-3.29,0.75,0,8
36,0.45,0.86375,-3.23,0.7525,0,8
37,0.45,0.8675,-3.265,0.7525,0,8
38,0.45,0.84625,-3.195,0.7225,0,8
39,0.45,0.88,-3.315,0.78,0,8
40,0.45,0.8575,-3.155,0.7325,0,8
41,0.45,0.83375,-3.125,0.6875,0,8
42,0.45,0.81125,-3.115,0.6575,0,8
43,0.45,0.82625,-3.19,0.705,0,8
44,0.45,0.855,-3.22,0.75,0,8
45,0.45,0.85375,-3.225,0.7375,0,8
46,0.45,0.86625,-3.265,0.75,0,8
47,0.45,0.8675,-3.22,0.7675,0,8
48,0.45,0.855,-3.195,0.725,0,8
49,0.45,0.82125,-3.055,0.6675,0,8
50,0.45,0.855,-3.225,0.7275,0,8
