sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.45,1,-4,1,0,0
1,0.45,0.93375,-3.555,1,0,0
2,0.45,0.93375,-3.565,1,0,0
3,0.45,0.9225,-3.525,1,0,0
4,0.45,0.9025,-3.38,1,0,0
5,0.45,0.8925,-3.32,1,0,0
6,0.45,0.8775,-3.305,1,0,0
7,0.45,0.855,-3.19,1,0,0
8,0.45,0.86875,-3.245,1,0,0
9,0.45,0.845,-3.08,1,0,0
10,0.45,0.85375,-3.18,1,0,0
11,0.45,0.8625,-3.11,1,0,0
12,0.45,0.8475,-3.065,1,0,0
13,0.45,0.8275,-3.09,1,0,0
14,0.45,0.8125,-3,1,0,0
15,0.45,0.835,-3.105,1,0,0
16,0.45,0.84375,-3.205,1,0,0
17,0.45,0.84375,-3.16,1,0,0
18,0.45,0.8175,-3.045,1,0,0
19,0.45,0.81375,-2.98,1,0,0
20,0.45,0.8025,-2.98,1,0,0
21,0.45,0.815,-3.095,1,0,0
22,0.45,0.795,-3.1,1,0,0
23,0.45,0.83875,-3.16,1,0,0
24,0.45,0.84875,-3.195,1,0,0
25,0.45,0.82375,-3.15,1,0,0
26,0.45,0.835,-3.145,1,0,0
27,0.45,0.8375,-3.11,1,0,0
28,0.45,0.8375,-3.215,1,0,0
29,0.45,0.83,-3.185,1,0,0
30,0.45,0.8625,-3.35,1,0,0
31,0.45,0.85,-3.255,1,0,0
32,0.45,0.86375,-3.295,1,0,0
33,0.45,0.83875,-3.185,1,0,0
34,0.45,0.84125,-3.235,1,0,0
35,0.45,0.8375,-3.16,1,0,0
36,0.45,0.83625,-3.24,1,0,0
37,0.45,0.815,-3.155,1,0,0
38,0.45,0.79875,-3.15,1,0,0
39,0.45,0.76875,-3.03,1,0,0
40,0.45,0.7625,-2.965,1,0,0
41,0.45,0.745,-2.87,1,0,0
42,0.45,0.7175,-2.91,1,0,0
43,0.45,0.6875,-2.855,1,0,0
44,0.45,0.675,-2.85,1,0,0
45,0.45,0.68625,-2.8,1,0,0
46,0.45,0.6875,-2.785,1,0,0
47,0.45,0.7025,-2.84,1,0,0
48,0.45,0.71,-2.81,1,0,0
49,0.45,0.69625,-2.77,1,0,0
50,0.45,0.70875,-2.81,1,0,0
