sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.45,1,-4,1,0,7
1,0.45,0.94625,-3.605,0.8975,0,7
2,0.45,0.91875,-3.5,0.855,0,7
3,0.45,0.87375,-3.28,0.765,0,7
4,0.45,0.87875,-3.31,0.7675,0,7
5,0.45,0.85125,-3.19,0.74,0,7
6,0.45,0.8375,-3.17,0.7025,0,7
7,0.45,0.83375,-3.12,0.7,0,7
8,0.45,0.8375,-3.125,0.7,0,7
9,0.45,0.845,-3.185,0.7075,0,7
10,0.45,0.85,-3.255,0.73,0,7
11,0.45,0.85875,-3.315,0.73,0,7
12,0.45,0.86,-3.36,0.7275,0,7
13,0.45,0.84,-3.31,0.7,0,7
14,0.45,0.80125,-3.17,0.6325,0,7
15,0.45,0.79,-3.12,0.6025,0,7
16,0.45,0.80625,-3.055,0.6475,0,7
17,0.45,0.79375,-2.99,0.6375,0,7
18,0.45,0.7575,-2.885,0.6175,0,7
19,0.45,0.77625,-2.94,0.615,0,7
20,0.45,0.74875,-2.92,0.57,0,7
21,0.45,0.79375,-2.975,0.6425,0,7
22,0.45,0.795,-2.955,0.63,0,7
23,0.45,0.81125,-3.005,0.6575,0,7
24,0.45,0.83375,-3.105,0.7125,0,7
25,0.45,0.84,-3.085,0.7,0,7
26,0.45,0.8525,-3.11,0.7225,0,7
27,0.45,0.8475,-3.195,0.71,0,7
28,0.45,0.85125,-3.27,0.715,0,7
29,0.45,0.8625,-3.22,0.7425,0,7
30,0.45,0.84125,-3.09,0.71,0,7
31,0.45,0.83875,-3.185,0.705,0,7
32,0.45,0.7875,-3.055,0.6275,0,7
33,0.45,0.78625,-3,0.625,0,7
34,0.45,0.7875,-3.13,0.6425,0,7
35,0.45,0.795,-3.1,0.63,0,7
36,0.45,0.785,-3.115,0.6175,0,7
37,0.45,0.78875,-3.095,0.625,0,7
38,0.45,0.80125,-3.165,0.6475,0,7
39,0.45,0.78375,-3.115,0.6425,0,7
40,0.45,0.75875,-3.12,0.6225,0,7
41,0.45,0.76,-3.125,0.625,0,7
42,0.45,0.7725,-3.225,0.63,0,7
43,0.45,0.77125,-3.245,0.62,0,7
44,0.45,0.78625,-3.31,0.6275,0,7
45,0.45,0.79875,-3.31,0.6425,0,7
46,0.45,0.77875,-3.185,0.62,0,7
47,0.45,0.77125,-3.065,0.6125,0,7
48,0.45,0.78125,-3.015,0.635,0,7
49,0.45,0.8075,-3.105,0.6725,0,7
50,0.45,0.7975,-3.135,0.655,0,7
