sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.7,1,-4,1,0,18
1,0.7,0.9925,-3.955,0.985,0,18
2,0.7,0.99375,-3.955,0.9875,0,18
3,0.7,0.99375,-3.95,0.9875,0,18
4,0.7,0.9875,-3.91,0.975,0,18
5,0.7,0.98875,-3.91,0.9775,0,18
6,0.7,0.98625,-3.895,0.9725,0,18
7,0.7,0.98125,-3.86,0.9625,0,18
8,0.7,0.99125,-3.935,0.9825,0,18
9,0.7,0.99125,-3.93,0.9825,0,18
10,0.7,0.99,-3.925,0.98,0,18
11,0.7,0.995,-3.96,0.99,0,18
12,0.7,0.99375,-3.955,0.9875,0,18
13,0.7,0.99125,-3.935,0.9825,0,18
14,0.7,0.99375,-3.95,0.9875,0,18
15,0.7,0.98875,-3.915,0.9775,0,18
16,0.7,0.99125,-3.93,0.9825,0,18
17,0.7,0.99625,-3.97,0.9925,0,18
18,0.7,0.99,-3.935,0.98,0,18
19,0.7,0.9925,-3.945,0.985,0,18
20,0.7,0.98625,-3.905,0.9725,0,18
21,0.7,0.9875,-3.925,0.975,0,18
22,0.7,0.9925,-3.945,0.985,0,18
23,0.7,0.98625,-3.905,0.9725,0,18
24,0.7,0.99,-3.93,0.98,0,18
25,0.7,0.98875,-3.925,0.9775,0,18
26,0.7,0.985,-3.9,0.97,0,18
27,0.7,0.98625,-3.895,0.9725,0,18
28,0.7,0.99,-3.92,0.98,0,18
29,0.7,0.9925,-3.945,0.985,0,18
30,0.7,0.99,-3.925,0.98,0,18
31,0.7,0.98625,-3.89,0.9725,0,18
32,0.7,0.99,-3.92,0.98,0,18
33,0.7,0.99,-3.92,0.98,0,18
34,0.7,0.99375,-3.955,0.9875,0,18
35,0.7,0.98375,-3.885,0.9675,0,18
36,0.7,0.99,-3.925,0.98,0,18
37,0.7,0.9875,-3.9,0.975,0,18
38,0.7,0.99375,-3.955,0.9875,0,18
39,0.7,0.995,-3.96,0.99,0,18
40,0.7,0.995,-3.96,0.99,0,18
41,0.7,0.99375,-3.95,0.9875,0,18
42,0.7,0.98875,-3.915,0.9775,0,18
43,0.7,0.99125,-3.93,0.9825,0,18
44,0.7,0.99125,-3.93,0.9825,0,18
45,0.7,0.99375,-3.955,0.9875,0,18
46,0.7,0.99375,-3.95,0.9875,0,18
47,0.7,0.99375,-3.96,0.9875,0,18
48,0.7,0.99375,-3.955,0.9875,0,18
49,0.7,0.99125,-3.94,0.9825,0,18
50,0.7,0.99125,-3.93,0.9825,0,18
