sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.7,1,-4,1,0,12
1,0.7,0.9975,-3.98,0.995,0,12
2,0.7,0.995,-3.965,0.99,0,12
3,0.7,0.99625,-3.97,0.9925,0,12
4,0.7,0.9925,-3.945,0.985,0,12
5,0.7,0.9925,-3.94,0.985,0,12
6,0.7,0.9925,-3.95,0.985,0,12
7,0.7,0.9925,-3.94,0.985,0,12
8,0.7,0.99,-3.925,0.98,0,12
9,0.7,0.995,-3.96,0.99,0,12
10,0.7,0.9875,-3.91,0.975,0,12
11,0.7,0.99125,-3.93,0.9825,0,12
12,0.7,0.99125,-3.935,0.9825,0,12
13,0.7,0.9925,-3.94,0.985,0,12
14,0.7,0.99375,-3.95,0.9875,0,12
15,0.7,0.98875,-3.915,0.9775,0,12
16,0.7,0.98875,-3.915,0.9775,0,12
17,0.7,0.99625,-3.97,0.9925,0,12
18,0.7,0.99625,-3.97,0.9925,0,12
19,0.7,0.995,-3.96,0.99,0,12
20,0.7,0.98375,-3.88,0.9675,0,12
21,0.7,0.98,-3.865,0.96,0,12
22,0.7,0.99125,-3.935,0.9825,0,12
23,0.7,0.99,-3.93,0.98,0,12
24,0.7,0.98875,-3.91,0.9775,0,12
25,0.7,0.98375,-3.875,0.9675,0,12
26,0.7,0.98875,-3.915,0.9775,0,12
27,0.7,0.9925,-3.945,0.985,0,12
28,0.7,0.9825,-3.88,0.965,0,12
29,0.7,0.9925,-3.945,0.985,0,12
30,0.7,0.99,-3.935,0.98,0,12
31,0.7,0.99125,-3.935,0.9825,0,12
32,0.7,0.9875,-3.9,0.975,0,12
33,0.7,0.9925,-3.945,0.9875,0,12
34,0.7,0.9875,-3.915,0.975,0,12
35,0.7,0.98625,-3.915,0.9725,0,12
36,0.7,0.98875,-3.91,0.9775,0,12
37,0.7,0.995,-3.96,0.99,0,12
38,0.7,0.99625,-3.97,0.9925,0,12
39,0.7,0.99125,-3.935,0.985,0,12
40,0.7,0.9925,-3.94,0.985,0,12
41,0.7,0.99125,-3.93,0.9825,0,12
42,0.7,0.99125,-3.935,0.9825,0,12
43,0.7,0.99125,-3.94,0.9825,0,12
44,0.7,0.98875,-3.91,0.9775,0,12
45,0.7,0.98375,-3.88,0.9675,0,12
46,0.7,0.99,-3.925,0.98,0,12
47,0.7,0.98875,-3.915,0.9775,0,12
48,0.7,0.99,-3.92,0.98,0,12
49,0.7,0.9925,-3.94,0.985,0,12
50,0.7,0.99375,-3.95,0.9875,0,12
