sweeps,beta,magnetisation,energy,G,seed,r_correlation
0,0.7,1,-4,1,0,14
1,0.7,0.99375,-3.95,0.9875,0,14
2,0.7,0.9925,-3.94,0.985,0,14
3,0.7,0.99375,-3.96,0.9875,0,14
4,0.7,0.9925,-3.94,0.985,0,14
5,0.7,0.995,-3.96,0.99,0,14
6,0.7,0.9925,-3.945,0.985,0,14
7,0.7,0.9925,-3.945,0.985,0,14
8,0.7,0.9975,-3.98,0.995,0,14
9,0.7,0.99,-3.92,0.98,0,14
10,0.7,0.98625,-3.905,0.9725,0,14
11,0.7,0.98875,-3.915,0.9775,0,14
12,0.7,0.99625,-3.97,0.9925,0,14
13,0.7,0.9925,-3.94,0.985,0,14
14,0.7,0.98875,-3.915,0.9775,0,14
15,0.7,0.99,-3.92,0.98,0,14
16,0.7,0.99125,-3.93,0.9825,0,14
17,0.7,0.99625,-3.97,0.9925,0,14
18,0.7,0.9925,-3.94,0.985,0,14
19,0.7,0.995,-3.96,0.99,0,14
20,0.7,0.995,-3.96,0.99,0,14
21,0.7,0.9975,-3.98,0.995,0,14
22,0.7,0.99625,-3.97,0.9925,0,14
23,0.7,0.9925,-3.94,0.985,0,14
24,0.7,0.9925,-3.94,0.985,0,14
25,0.7,0.99,-3.92,0.98,0,14
26,0.7,0.99125,-3.93,0.9825,0,14
27,0.7,0.99,-3.925,0.98,0,14
28,0.7,0.9875,-3.92,0.975,0,14
29,0.7,0.99,-3.945,0.98,0,14
30,0.7,0.99375,-3.95,0.9875,0,14
31,0.7,0.995,-3.96,0.99,0,14
32,0.7,0.995,-3.96,0.99,0,14
33,0.7,0.995,-3.965,0.99,0,14
34,0.7,0.98625,-3.905,0.9725,0,14
35,0.7,0.9875,-3.91,0.975,0,14
36,0.7,0.99125,-3.935,0.9825,0,14
37,0.7,0.9925,-3.94,0.985,0,14
38,0.7,0.9875,-3.905,0.9775,0,14
39,0.7,0.98625,-3.9,0.9725,0,14
40,0.7,0.99375,-3.955,0.9875,0,14
41,0.7,0.99375,-3.95,0.9875,0,14
42,0.7,0.99,-3.925,0.98,0,14
43,0.7,0.9925,-3.945,0.985,0,14
44,0.7,0.9925,-3.94,0.985,0,14
45,0.7,0.97875,-3.84,0.9575,0,14
46,0.7,0.99,-3.92,0.98,0,14
47,0.7,0.99125,-3.93,0.9825,0,14
48,0.7,0.9925,-3.945,0.985,0,14
49,0.7,0.99375,-3.95,0.9875,0,14
50,0.7,0.98875,-3.915,0.9775,0,14
