sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.6,1.0,-4.0,1.0,39,3.913035395597854e-05,0.0014663890541344465
1,0.6,0.98625,-3.895,0.9725,39,3.913035395597854e-05,0.0014663890541344465
2,0.6,0.9775,-3.835,0.9575,39,3.913035395597854e-05,0.0014663890541344465
3,0.6,0.965,-3.785,0.95,39,3.913035395597854e-05,0.0014663890541344465
4,0.6,0.97375,-3.825,0.9575,39,3.913035395597854e-05,0.0014663890541344465
5,0.6,0.98,-3.855,0.9625,39,3.913035395597854e-05,0.0014663890541344465
6,0.6,0.97625,-3.815,0.955,39,3.913035395597854e-05,0.0014663890541344465
7,0.6,0.96375,-3.75,0.9375,39,3.913035395597854e-05,0.0014663890541344465
8,0.6,0.96375,-3.78,0.9425,39,3.913035395597854e-05,0.0014663890541344465
9,0.6,0.97125,-3.82,0.955,39,3.913035395597854e-05,0.0014663890541344465
10,0.6,0.9675,-3.795,0.9425,39,3.913035395597854e-05,0.0014663890541344465
11,0.6,0.9775,-3.835,0.96,39,3.913035395597854e-05,0.0014663890541344465
12,0.6,0.96125,-3.735,0.925,39,3.913035395597854e-05,0.0014663890541344465
13,0.6,0.98125,-3.86,0.965,39,3.913035395597854e-05,0.0014663890541344465
14,0.6,0.97,-3.785,0.95,39,3.913035395597854e-05,0.0014663890541344465
15,0.6,0.965,-3.755,0.9375,39,3.913035395597854e-05,0.0014663890541344465
16,0.6,0.965,-3.74,0.9375,39,3.913035395597854e-05,0.0014663890541344465
17,0.6,0.97125,-3.805,0.9575,39,3.913035395597854e-05,0.0014663890541344465
18,0.6,0.9625,-3.795,0.9475,39,3.913035395597854e-05,0.0014663890541344465
19,0.6,0.9675,-3.79,0.9475,39,3.913035395597854e-05,0.0014663890541344465
20,0.6,0.97125,-3.825,0.955,39,3.913035395597854e-05,0.0014663890541344465
21,0.6,0.975,-3.845,0.9575,39,3.913035395597854e-05,0.0014663890541344465
22,0.6,0.975,-3.84,0.96,39,3.913035395597854e-05,0.0014663890541344465
23,0.6,0.9725,-3.83,0.955,39,3.913035395597854e-05,0.0014663890541344465
24,0.6,0.9675,-3.83,0.9575,39,3.913035395597854e-05,0.0014663890541344465
25,0.6,0.975,-3.855,0.9625,39,3.913035395597854e-05,0.0014663890541344465
26,0.6,0.9775,-3.845,0.96,39,3.913035395597854e-05,0.0014663890541344465
27,0.6,0.96875,-3.795,0.9475,39,3.913035395597854e-05,0.0014663890541344465
28,0.6,0.97,-3.81,0.9525,39,3.913035395597854e-05,0.0014663890541344465
29,0.6,0.9575,-3.73,0.935,39,3.913035395597854e-05,0.0014663890541344465
30,0.6,0.96625,-3.765,0.945,39,3.913035395597854e-05,0.0014663890541344465
31,0.6,0.97,-3.78,0.95,39,3.913035395597854e-05,0.0014663890541344465
32,0.6,0.9775,-3.845,0.9625,39,3.913035395597854e-05,0.0014663890541344465
33,0.6,0.97875,-3.84,0.9625,39,3.913035395597854e-05,0.0014663890541344465
34,0.6,0.97625,-3.82,0.955,39,3.913035395597854e-05,0.0014663890541344465
35,0.6,0.98,-3.86,0.9625,39,3.913035395597854e-05,0.0014663890541344465
36,0.6,0.9775,-3.835,0.96,39,3.913035395597854e-05,0.0014663890541344465
37,0.6,0.97125,-3.81,0.955,39,3.913035395597854e-05,0.0014663890541344465
38,0.6,0.97625,-3.845,0.965,39,3.913035395597854e-05,0.0014663890541344465
39,0.6,0.9725,-3.81,0.9475,39,3.913035395597854e-05,0.0014663890541344465
40,0.6,0.9725,-3.805,0.9525,39,3.913035395597854e-05,0.0014663890541344465
41,0.6,0.96,-3.76,0.9475,39,3.913035395597854e-05,0.0014663890541344465
42,0.6,0.965,-3.76,0.94,39,3.913035395597854e-05,0.0014663890541344465
43,0.6,0.98,-3.855,0.965,39,3.913035395597854e-05,0.0014663890541344465
44,0.6,0.97125,-3.8,0.95,39,3.913035395597854e-05,0.0014663890541344465
45,0.6,0.97125,-3.805,0.9525,39,3.913035395597854e-05,0.0014663890541344465
46,0.6,0.96875,-3.785,0.9475,39,3.913035395597854e-05,0.0014663890541344465
47,0.6,0.965,-3.76,0.9425,39,3.913035395597854e-05,0.0014663890541344465
48,0.6,0.9625,-3.77,0.9425,39,3.913035395597854e-05,0.0014663890541344465
49,0.6,0.98375,-3.89,0.975,39,3.913035395597854e-05,0.0014663890541344465
50,0.6,0.98,-3.845,0.9625,39,3.913035395597854e-05,0.0014663890541344465
