sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.55,1.0,-4.0,1.0,15,9.442110350981558e-05,0.0036139500297442044
1,0.55,0.98125,-3.865,0.965,15,9.442110350981558e-05,0.0036139500297442044
2,0.55,0.97,-3.78,0.9425,15,9.442110350981558e-05,0.0036139500297442044
3,0.55,0.98,-3.84,0.96,15,9.442110350981558e-05,0.0036139500297442044
4,0.55,0.9775,-3.835,0.9575,15,9.442110350981558e-05,0.0036139500297442044
5,0.55,0.9675,-3.77,0.945,15,9.442110350981558e-05,0.0036139500297442044
6,0.55,0.955,-3.725,0.94,15,9.442110350981558e-05,0.0036139500297442044
7,0.55,0.9525,-3.685,0.9225,15,9.442110350981558e-05,0.0036139500297442044
8,0.55,0.96,-3.755,0.9325,15,9.442110350981558e-05,0.0036139500297442044
9,0.55,0.96625,-3.775,0.945,15,9.442110350981558e-05,0.0036139500297442044
10,0.55,0.9475,-3.675,0.915,15,9.442110350981558e-05,0.0036139500297442044
11,0.55,0.95125,-3.71,0.925,15,9.442110350981558e-05,0.0036139500297442044
12,0.55,0.945,-3.685,0.9225,15,9.442110350981558e-05,0.0036139500297442044
13,0.55,0.94125,-3.665,0.92,15,9.442110350981558e-05,0.0036139500297442044
14,0.55,0.95125,-3.705,0.93,15,9.442110350981558e-05,0.0036139500297442044
15,0.55,0.95875,-3.74,0.9375,15,9.442110350981558e-05,0.0036139500297442044
16,0.55,0.9675,-3.775,0.945,15,9.442110350981558e-05,0.0036139500297442044
17,0.55,0.95875,-3.71,0.925,15,9.442110350981558e-05,0.0036139500297442044
18,0.55,0.96125,-3.74,0.94,15,9.442110350981558e-05,0.0036139500297442044
19,0.55,0.955,-3.725,0.93,15,9.442110350981558e-05,0.0036139500297442044
20,0.55,0.9475,-3.69,0.92,15,9.442110350981558e-05,0.0036139500297442044
21,0.55,0.95375,-3.745,0.93,15,9.442110350981558e-05,0.0036139500297442044
22,0.55,0.96,-3.74,0.9325,15,9.442110350981558e-05,0.0036139500297442044
23,0.55,0.965,-3.8,0.9475,15,9.442110350981558e-05,0.0036139500297442044
24,0.55,0.965,-3.805,0.945,15,9.442110350981558e-05,0.0036139500297442044
25,0.55,0.96625,-3.77,0.94,15,9.442110350981558e-05,0.0036139500297442044
26,0.55,0.9675,-3.775,0.9425,15,9.442110350981558e-05,0.0036139500297442044
27,0.55,0.96375,-3.775,0.9425,15,9.442110350981558e-05,0.0036139500297442044
28,0.55,0.96125,-3.745,0.9325,15,9.442110350981558e-05,0.0036139500297442044
29,0.55,0.96125,-3.73,0.9325,15,9.442110350981558e-05,0.0036139500297442044
30,0.55,0.97125,-3.8,0.945,15,9.442110350981558e-05,0.0036139500297442044
31,0.55,0.95125,-3.67,0.9125,15,9.442110350981558e-05,0.0036139500297442044
32,0.55,0.95375,-3.69,0.9275,15,9.442110350981558e-05,0.0036139500297442044
33,0.55,0.95375,-3.695,0.9225,15,9.442110350981558e-05,0.0036139500297442044
34,0.55,0.95375,-3.705,0.925,15,9.442110350981558e-05,0.0036139500297442044
35,0.55,0.95125,-3.7,0.9225,15,9.442110350981558e-05,0.0036139500297442044
36,0.55,0.955,-3.69,0.92,15,9.442110350981558e-05,0.0036139500297442044
37,0.55,0.9525,-3.655,0.915,15,9.442110350981558e-05,0.0036139500297442044
38,0.55,0.94875,-3.645,0.9075,15,9.442110350981558e-05,0.0036139500297442044
39,0.55,0.93125,-3.55,0.875,15,9.442110350981558e-05,0.0036139500297442044
40,0.55,0.93875,-3.615,0.9075,15,9.442110350981558e-05,0.0036139500297442044
41,0.55,0.9575,-3.715,0.93,15,9.442110350981558e-05,0.0036139500297442044
42,0.55,0.96,-3.74,0.935,15,9.442110350981558e-05,0.0036139500297442044
43,0.55,0.9775,-3.825,0.9575,15,9.442110350981558e-05,0.0036139500297442044
44,0.55,0.97,-3.785,0.9425,15,9.442110350981558e-05,0.0036139500297442044
45,0.55,0.975,-3.805,0.9525,15,9.442110350981558e-05,0.0036139500297442044
46,0.55,0.94375,-3.605,0.8975,15,9.442110350981558e-05,0.0036139500297442044
47,0.55,0.94375,-3.61,0.9025,15,9.442110350981558e-05,0.0036139500297442044
48,0.55,0.9575,-3.69,0.9225,15,9.442110350981558e-05,0.0036139500297442044
49,0.55,0.955,-3.685,0.915,15,9.442110350981558e-05,0.0036139500297442044
50,0.55,0.95125,-3.67,0.9125,15,9.442110350981558e-05,0.0036139500297442044
