sweeps,magnetisation,seed
0,-1,69
1,-0.775,69
2,-0.58,69
3,-0.4175,69
4,-0.2925,69
5,-0.22375,69
6,-0.12375,69
7,-0.1275,69
8,-0.0675,69
9,-0.04625,69
10,-0.02875,69
