sweeps,magnetisation,seed
0,-0.0325,23
1,-0.07125,23
2,-0.0575,23
3,-0.01375,23
4,0.0075,23
5,0.01875,23
6,0.03375,23
7,0.025,23
8,0.02625,23
9,0.0025,23
10,0.04375,23
