sweeps,magnetisation,seed
0,-0.1075,7
1,-0.07125,7
2,0.02625,7
3,0.04125,7
4,0.03,7
5,-0.0025,7
6,-0.0825,7
7,-0.07,7
8,-0.02375,7
9,-0.0425,7
10,-0.06875,7
