sweeps,beta,magnetisation,energy,G,seed
0,0.42,1,-4,1,10
1,0.42,0.93875,-3.59,0.895,10
2,0.42,0.90875,-3.47,0.8675,10
3,0.42,0.85375,-3.165,0.7875,10
4,0.42,0.84,-3.095,0.765,10
5,0.42,0.8475,-3.075,0.775,10
6,0.42,0.85,-2.995,0.755,10
7,0.42,0.81875,-3.03,0.755,10
8,0.42,0.80375,-2.985,0.7475,10
9,0.42,0.75,-2.815,0.7175,10
10,0.42,0.765,-2.87,0.7275,10
11,0.42,0.78,-2.905,0.7225,10
12,0.42,0.79375,-2.925,0.7325,10
13,0.42,0.81875,-3,0.7525,10
14,0.42,0.8125,-3.06,0.77,10
15,0.42,0.77625,-2.99,0.75,10
16,0.42,0.77125,-2.94,0.7375,10
17,0.42,0.77,-2.95,0.745,10
18,0.42,0.73875,-2.83,0.71,10
19,0.42,0.7475,-2.905,0.7375,10
20,0.42,0.735,-2.85,0.71,10
21,0.42,0.78,-2.975,0.745,10
22,0.42,0.8,-2.91,0.7225,10
23,0.42,0.78875,-2.945,0.7375,10
24,0.42,0.7425,-2.87,0.7175,10
25,0.42,0.745,-2.86,0.7075,10
26,0.42,0.6975,-2.74,0.675,10
27,0.42,0.67875,-2.775,0.68,10
28,0.42,0.69875,-2.84,0.7025,10
29,0.42,0.6825,-2.735,0.675,10
30,0.42,0.6625,-2.725,0.68,10
31,0.42,0.6375,-2.575,0.6425,10
32,0.42,0.63,-2.535,0.645,10
33,0.42,0.63125,-2.61,0.6725,10
34,0.42,0.6425,-2.73,0.6775,10
35,0.42,0.665,-2.745,0.68,10
36,0.42,0.65,-2.595,0.64,10
37,0.42,0.66,-2.72,0.675,10
38,0.42,0.665,-2.765,0.685,10
39,0.42,0.65125,-2.715,0.6675,10
40,0.42,0.60625,-2.595,0.6425,10
41,0.42,0.58,-2.495,0.625,10
42,0.42,0.56375,-2.51,0.63,10
43,0.42,0.5775,-2.46,0.6175,10
44,0.42,0.59625,-2.515,0.6175,10
45,0.42,0.57375,-2.545,0.63,10
46,0.42,0.555,-2.53,0.615,10
47,0.42,0.5725,-2.505,0.64,10
48,0.42,0.60875,-2.6,0.645,10
49,0.42,0.59125,-2.575,0.64,10
50,0.42,0.605,-2.595,0.6575,10
