sweeps,magnetisation,seed
0,-1,49
1,-0.745,49
2,-0.4875,49
3,-0.4125,49
4,-0.33125,49
5,-0.2625,49
6,-0.25625,49
7,-0.19,49
8,-0.16125,49
9,-0.15375,49
10,-0.17875,49
