sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.65,1.0,-4.0,1.0,9,3.4109161213563415e-05,0.0014879535990481839
1,0.65,0.995,-3.96,0.99,9,3.4109161213563415e-05,0.0014879535990481839
2,0.65,0.985,-3.89,0.9725,9,3.4109161213563415e-05,0.0014879535990481839
3,0.65,0.985,-3.88,0.97,9,3.4109161213563415e-05,0.0014879535990481839
4,0.65,0.97625,-3.85,0.96,9,3.4109161213563415e-05,0.0014879535990481839
5,0.65,0.97625,-3.84,0.9625,9,3.4109161213563415e-05,0.0014879535990481839
6,0.65,0.99125,-3.935,0.985,9,3.4109161213563415e-05,0.0014879535990481839
7,0.65,0.98375,-3.875,0.9675,9,3.4109161213563415e-05,0.0014879535990481839
8,0.65,0.9775,-3.84,0.96,9,3.4109161213563415e-05,0.0014879535990481839
9,0.65,0.9875,-3.91,0.98,9,3.4109161213563415e-05,0.0014879535990481839
10,0.65,0.99375,-3.95,0.9875,9,3.4109161213563415e-05,0.0014879535990481839
11,0.65,0.9875,-3.91,0.98,9,3.4109161213563415e-05,0.0014879535990481839
12,0.65,0.99,-3.925,0.98,9,3.4109161213563415e-05,0.0014879535990481839
13,0.65,0.9825,-3.87,0.965,9,3.4109161213563415e-05,0.0014879535990481839
14,0.65,0.97875,-3.84,0.96,9,3.4109161213563415e-05,0.0014879535990481839
15,0.65,0.98625,-3.895,0.9725,9,3.4109161213563415e-05,0.0014879535990481839
16,0.65,0.985,-3.88,0.97,9,3.4109161213563415e-05,0.0014879535990481839
17,0.65,0.98875,-3.915,0.9775,9,3.4109161213563415e-05,0.0014879535990481839
18,0.65,0.9875,-3.905,0.9775,9,3.4109161213563415e-05,0.0014879535990481839
19,0.65,0.98625,-3.895,0.975,9,3.4109161213563415e-05,0.0014879535990481839
20,0.65,0.9925,-3.94,0.985,9,3.4109161213563415e-05,0.0014879535990481839
21,0.65,0.98125,-3.865,0.965,9,3.4109161213563415e-05,0.0014879535990481839
22,0.65,0.98125,-3.87,0.9675,9,3.4109161213563415e-05,0.0014879535990481839
23,0.65,0.98375,-3.89,0.9725,9,3.4109161213563415e-05,0.0014879535990481839
24,0.65,0.98625,-3.9,0.975,9,3.4109161213563415e-05,0.0014879535990481839
25,0.65,0.9875,-3.925,0.9825,9,3.4109161213563415e-05,0.0014879535990481839
26,0.65,0.98875,-3.91,0.9775,9,3.4109161213563415e-05,0.0014879535990481839
27,0.65,0.985,-3.895,0.975,9,3.4109161213563415e-05,0.0014879535990481839
28,0.65,0.985,-3.89,0.9725,9,3.4109161213563415e-05,0.0014879535990481839
29,0.65,0.9825,-3.875,0.97,9,3.4109161213563415e-05,0.0014879535990481839
30,0.65,0.98125,-3.875,0.9725,9,3.4109161213563415e-05,0.0014879535990481839
31,0.65,0.98,-3.845,0.96,9,3.4109161213563415e-05,0.0014879535990481839
32,0.65,0.98125,-3.86,0.9625,9,3.4109161213563415e-05,0.0014879535990481839
33,0.65,0.98875,-3.91,0.9775,9,3.4109161213563415e-05,0.0014879535990481839
34,0.65,0.98875,-3.925,0.9825,9,3.4109161213563415e-05,0.0014879535990481839
35,0.65,0.9875,-3.915,0.9775,9,3.4109161213563415e-05,0.0014879535990481839
36,0.65,0.9825,-3.88,0.9725,9,3.4109161213563415e-05,0.0014879535990481839
37,0.65,0.9775,-3.85,0.96,9,3.4109161213563415e-05,0.0014879535990481839
38,0.65,0.9825,-3.89,0.9725,9,3.4109161213563415e-05,0.0014879535990481839
39,0.65,0.9925,-3.94,0.985,9,3.4109161213563415e-05,0.0014879535990481839
40,0.65,0.99125,-3.93,0.9825,9,3.4109161213563415e-05,0.0014879535990481839
41,0.65,0.98375,-3.88,0.97,9,3.4109161213563415e-05,0.0014879535990481839
42,0.65,0.9775,-3.83,0.9575,9,3.4109161213563415e-05,0.0014879535990481839
43,0.65,0.9675,-3.785,0.9525,9,3.4109161213563415e-05,0.0014879535990481839
44,0.65,0.9775,-3.845,0.965,9,3.4109161213563415e-05,0.0014879535990481839
45,0.65,0.98,-3.86,0.965,9,3.4109161213563415e-05,0.0014879535990481839
46,0.65,0.975,-3.815,0.9525,9,3.4109161213563415e-05,0.0014879535990481839
47,0.65,0.985,-3.915,0.9775,9,3.4109161213563415e-05,0.0014879535990481839
48,0.65,0.9725,-3.845,0.96,9,3.4109161213563415e-05,0.0014879535990481839
49,0.65,0.97,-3.79,0.9425,9,3.4109161213563415e-05,0.0014879535990481839
50,0.65,0.98,-3.85,0.96,9,3.4109161213563415e-05,0.0014879535990481839
