sweeps,magnetisation,seed
0,-1,59
1,-0.78125,59
2,-0.5625,59
3,-0.435,59
4,-0.3425,59
5,-0.29625,59
6,-0.20375,59
7,-0.1375,59
8,-0.1125,59
9,-0.11,59
10,-0.1375,59
