sweeps,magnetisation,seed
0,0.00625,25
1,-0.03125,25
2,-0.06875,25
3,-0.10625,25
4,-0.1025,25
5,-0.105,25
6,-0.03625,25
7,-0.01,25
8,-0.015,25
9,-0.045,25
10,-0.035,25
