sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.65,1.0,-4.0,1.0,32,2.303316478286739e-05,0.0008685603807257568
1,0.65,0.98625,-3.905,0.9775,32,2.303316478286739e-05,0.0008685603807257568
2,0.65,0.98125,-3.86,0.9625,32,2.303316478286739e-05,0.0008685603807257568
3,0.65,0.98,-3.855,0.965,32,2.303316478286739e-05,0.0008685603807257568
4,0.65,0.9875,-3.905,0.9775,32,2.303316478286739e-05,0.0008685603807257568
5,0.65,0.98,-3.855,0.9625,32,2.303316478286739e-05,0.0008685603807257568
6,0.65,0.99,-3.93,0.98,32,2.303316478286739e-05,0.0008685603807257568
7,0.65,0.985,-3.89,0.97,32,2.303316478286739e-05,0.0008685603807257568
8,0.65,0.98375,-3.885,0.9675,32,2.303316478286739e-05,0.0008685603807257568
9,0.65,0.98875,-3.915,0.9775,32,2.303316478286739e-05,0.0008685603807257568
10,0.65,0.99125,-3.94,0.9825,32,2.303316478286739e-05,0.0008685603807257568
11,0.65,0.9875,-3.9,0.975,32,2.303316478286739e-05,0.0008685603807257568
12,0.65,0.9825,-3.87,0.965,32,2.303316478286739e-05,0.0008685603807257568
13,0.65,0.9925,-3.94,0.985,32,2.303316478286739e-05,0.0008685603807257568
14,0.65,0.985,-3.89,0.9725,32,2.303316478286739e-05,0.0008685603807257568
15,0.65,0.9825,-3.875,0.9725,32,2.303316478286739e-05,0.0008685603807257568
16,0.65,0.985,-3.885,0.9725,32,2.303316478286739e-05,0.0008685603807257568
17,0.65,0.98,-3.855,0.9625,32,2.303316478286739e-05,0.0008685603807257568
18,0.65,0.9775,-3.855,0.96,32,2.303316478286739e-05,0.0008685603807257568
19,0.65,0.98125,-3.855,0.965,32,2.303316478286739e-05,0.0008685603807257568
20,0.65,0.99,-3.92,0.98,32,2.303316478286739e-05,0.0008685603807257568
21,0.65,0.98625,-3.895,0.975,32,2.303316478286739e-05,0.0008685603807257568
22,0.65,0.9925,-3.945,0.985,32,2.303316478286739e-05,0.0008685603807257568
23,0.65,0.98375,-3.885,0.97,32,2.303316478286739e-05,0.0008685603807257568
24,0.65,0.985,-3.885,0.9725,32,2.303316478286739e-05,0.0008685603807257568
25,0.65,0.98625,-3.91,0.9775,32,2.303316478286739e-05,0.0008685603807257568
26,0.65,0.9825,-3.875,0.97,32,2.303316478286739e-05,0.0008685603807257568
27,0.65,0.97625,-3.85,0.965,32,2.303316478286739e-05,0.0008685603807257568
28,0.65,0.98,-3.865,0.965,32,2.303316478286739e-05,0.0008685603807257568
29,0.65,0.985,-3.885,0.9725,32,2.303316478286739e-05,0.0008685603807257568
30,0.65,0.99125,-3.93,0.9825,32,2.303316478286739e-05,0.0008685603807257568
31,0.65,0.99375,-3.95,0.9875,32,2.303316478286739e-05,0.0008685603807257568
32,0.65,0.9875,-3.91,0.98,32,2.303316478286739e-05,0.0008685603807257568
33,0.65,0.98125,-3.87,0.965,32,2.303316478286739e-05,0.0008685603807257568
34,0.65,0.98,-3.865,0.9675,32,2.303316478286739e-05,0.0008685603807257568
35,0.65,0.975,-3.83,0.955,32,2.303316478286739e-05,0.0008685603807257568
36,0.65,0.9825,-3.885,0.975,32,2.303316478286739e-05,0.0008685603807257568
37,0.65,0.98625,-3.89,0.9725,32,2.303316478286739e-05,0.0008685603807257568
38,0.65,0.9825,-3.87,0.9675,32,2.303316478286739e-05,0.0008685603807257568
39,0.65,0.98375,-3.895,0.975,32,2.303316478286739e-05,0.0008685603807257568
40,0.65,0.985,-3.905,0.9775,32,2.303316478286739e-05,0.0008685603807257568
41,0.65,0.98375,-3.885,0.975,32,2.303316478286739e-05,0.0008685603807257568
42,0.65,0.97375,-3.845,0.96,32,2.303316478286739e-05,0.0008685603807257568
43,0.65,0.98,-3.87,0.97,32,2.303316478286739e-05,0.0008685603807257568
44,0.65,0.9775,-3.845,0.96,32,2.303316478286739e-05,0.0008685603807257568
45,0.65,0.975,-3.83,0.96,32,2.303316478286739e-05,0.0008685603807257568
46,0.65,0.98625,-3.9,0.9775,32,2.303316478286739e-05,0.0008685603807257568
47,0.65,0.98375,-3.875,0.97,32,2.303316478286739e-05,0.0008685603807257568
48,0.65,0.98375,-3.885,0.9675,32,2.303316478286739e-05,0.0008685603807257568
49,0.65,0.9825,-3.875,0.97,32,2.303316478286739e-05,0.0008685603807257568
50,0.65,0.98,-3.855,0.96,32,2.303316478286739e-05,0.0008685603807257568
