sweeps,beta,magnetisation,energy,G,seed
0,0.434783,1,-4,1,5
1,0.434783,0.95,-3.635,0.9075,5
2,0.434783,0.9175,-3.435,0.86,5
3,0.434783,0.88,-3.29,0.82,5
4,0.434783,0.875,-3.27,0.82,5
5,0.434783,0.8625,-3.2,0.81,5
6,0.434783,0.8425,-3.11,0.775,5
7,0.434783,0.83125,-3.15,0.7875,5
8,0.434783,0.7575,-2.915,0.745,5
9,0.434783,0.7675,-2.99,0.745,5
10,0.434783,0.78125,-3.015,0.755,5
11,0.434783,0.76125,-2.925,0.7275,5
12,0.434783,0.7475,-2.89,0.7275,5
13,0.434783,0.76375,-2.99,0.7475,5
14,0.434783,0.79875,-3.04,0.7625,5
15,0.434783,0.79125,-3.04,0.7625,5
16,0.434783,0.7625,-2.97,0.745,5
17,0.434783,0.77625,-2.975,0.7475,5
18,0.434783,0.79,-2.99,0.7375,5
19,0.434783,0.78625,-3,0.7425,5
20,0.434783,0.76,-2.95,0.7275,5
21,0.434783,0.77,-2.935,0.735,5
22,0.434783,0.75875,-2.885,0.73,5
23,0.434783,0.78375,-3.03,0.77,5
24,0.434783,0.7825,-3.015,0.755,5
25,0.434783,0.79875,-3.055,0.76,5
26,0.434783,0.7275,-2.885,0.7225,5
27,0.434783,0.71875,-2.895,0.725,5
28,0.434783,0.7075,-2.845,0.73,5
29,0.434783,0.71375,-2.855,0.7225,5
30,0.434783,0.70125,-2.84,0.7275,5
31,0.434783,0.6675,-2.725,0.6875,5
32,0.434783,0.7025,-2.8,0.715,5
33,0.434783,0.68625,-2.695,0.6725,5
34,0.434783,0.6725,-2.775,0.6875,5
35,0.434783,0.6775,-2.715,0.67,5
36,0.434783,0.68375,-2.815,0.7175,5
37,0.434783,0.69125,-2.84,0.7,5
38,0.434783,0.69375,-2.855,0.7125,5
39,0.434783,0.68625,-2.77,0.685,5
40,0.434783,0.70625,-2.825,0.6975,5
41,0.434783,0.72125,-2.955,0.74,5
42,0.434783,0.7225,-2.93,0.74,5
43,0.434783,0.7025,-2.905,0.75,5
44,0.434783,0.6875,-2.805,0.7225,5
45,0.434783,0.7325,-2.92,0.7325,5
46,0.434783,0.7875,-3.105,0.78,5
47,0.434783,0.77875,-3.04,0.7625,5
48,0.434783,0.75375,-3,0.76,5
49,0.434783,0.7675,-3.025,0.77,5
50,0.434783,0.77375,-3.025,0.7525,5
