sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.4,1.0,-4.0,1.0,21,0.004803459622248661,0.009911600237953599
1,0.4,0.93125,-3.505,0.88,21,0.004803459622248661,0.009911600237953599
2,0.4,0.895,-3.32,0.825,21,0.004803459622248661,0.009911600237953599
3,0.4,0.845,-3.075,0.7675,21,0.004803459622248661,0.009911600237953599
4,0.4,0.81875,-2.955,0.7375,21,0.004803459622248661,0.009911600237953599
5,0.4,0.7825,-2.885,0.725,21,0.004803459622248661,0.009911600237953599
6,0.4,0.7825,-2.895,0.715,21,0.004803459622248661,0.009911600237953599
7,0.4,0.79,-2.87,0.7325,21,0.004803459622248661,0.009911600237953599
8,0.4,0.7575,-2.72,0.6975,21,0.004803459622248661,0.009911600237953599
9,0.4,0.76375,-2.8,0.705,21,0.004803459622248661,0.009911600237953599
10,0.4,0.75,-2.73,0.69,21,0.004803459622248661,0.009911600237953599
11,0.4,0.75125,-2.79,0.6975,21,0.004803459622248661,0.009911600237953599
12,0.4,0.71875,-2.53,0.6325,21,0.004803459622248661,0.009911600237953599
13,0.4,0.66625,-2.54,0.6225,21,0.004803459622248661,0.009911600237953599
14,0.4,0.68125,-2.545,0.65,21,0.004803459622248661,0.009911600237953599
15,0.4,0.6925,-2.605,0.6475,21,0.004803459622248661,0.009911600237953599
16,0.4,0.66875,-2.595,0.66,21,0.004803459622248661,0.009911600237953599
17,0.4,0.68125,-2.67,0.67,21,0.004803459622248661,0.009911600237953599
18,0.4,0.69875,-2.565,0.65,21,0.004803459622248661,0.009911600237953599
19,0.4,0.72,-2.675,0.685,21,0.004803459622248661,0.009911600237953599
20,0.4,0.7575,-2.84,0.715,21,0.004803459622248661,0.009911600237953599
21,0.4,0.7625,-2.79,0.715,21,0.004803459622248661,0.009911600237953599
22,0.4,0.72875,-2.69,0.675,21,0.004803459622248661,0.009911600237953599
23,0.4,0.73375,-2.77,0.6775,21,0.004803459622248661,0.009911600237953599
24,0.4,0.665,-2.58,0.6325,21,0.004803459622248661,0.009911600237953599
25,0.4,0.62625,-2.575,0.6325,21,0.004803459622248661,0.009911600237953599
26,0.4,0.59,-2.51,0.6325,21,0.004803459622248661,0.009911600237953599
27,0.4,0.5975,-2.555,0.635,21,0.004803459622248661,0.009911600237953599
28,0.4,0.58,-2.525,0.625,21,0.004803459622248661,0.009911600237953599
29,0.4,0.6375,-2.515,0.625,21,0.004803459622248661,0.009911600237953599
30,0.4,0.6075,-2.42,0.61,21,0.004803459622248661,0.009911600237953599
31,0.4,0.65375,-2.565,0.625,21,0.004803459622248661,0.009911600237953599
32,0.4,0.65875,-2.46,0.6125,21,0.004803459622248661,0.009911600237953599
33,0.4,0.6775,-2.585,0.6525,21,0.004803459622248661,0.009911600237953599
34,0.4,0.67375,-2.59,0.65,21,0.004803459622248661,0.009911600237953599
35,0.4,0.68375,-2.65,0.6675,21,0.004803459622248661,0.009911600237953599
36,0.4,0.6825,-2.63,0.655,21,0.004803459622248661,0.009911600237953599
37,0.4,0.665,-2.655,0.6625,21,0.004803459622248661,0.009911600237953599
38,0.4,0.6725,-2.74,0.69,21,0.004803459622248661,0.009911600237953599
39,0.4,0.59,-2.51,0.6275,21,0.004803459622248661,0.009911600237953599
40,0.4,0.5725,-2.52,0.6425,21,0.004803459622248661,0.009911600237953599
41,0.4,0.60375,-2.555,0.6475,21,0.004803459622248661,0.009911600237953599
42,0.4,0.5575,-2.455,0.635,21,0.004803459622248661,0.009911600237953599
43,0.4,0.5575,-2.585,0.635,21,0.004803459622248661,0.009911600237953599
44,0.4,0.57125,-2.52,0.62,21,0.004803459622248661,0.009911600237953599
45,0.4,0.56875,-2.445,0.62,21,0.004803459622248661,0.009911600237953599
46,0.4,0.5725,-2.545,0.63,21,0.004803459622248661,0.009911600237953599
47,0.4,0.54,-2.46,0.62,21,0.004803459622248661,0.009911600237953599
48,0.4,0.54,-2.52,0.6275,21,0.004803459622248661,0.009911600237953599
49,0.4,0.54,-2.6,0.6525,21,0.004803459622248661,0.009911600237953599
50,0.4,0.50125,-2.54,0.6375,21,0.004803459622248661,0.009911600237953599
