sweeps,magnetisation,seed
0,0.00625,19
1,0.04375,19
2,0.03625,19
3,0.065,19
4,0.0475,19
5,0.01875,19
6,-0.05625,19
7,-0.0325,19
8,0.01,19
9,0.02875,19
10,0.0025,19
