sweeps,magnetisation,seed
0,-1,38
1,-0.7575,38
2,-0.58875,38
3,-0.41375,38
4,-0.33875,38
5,-0.24625,38
6,-0.1775,38
7,-0.11125,38
8,-0.09,38
9,0.02625,38
10,0.0375,38
