sweeps,beta,magnetisation,energy,G,seed
0,0.41,1,-4,1,4
1,0.41,0.93125,-3.53,0.8825,4
2,0.41,0.8925,-3.385,0.8475,4
3,0.41,0.85375,-3.13,0.7875,4
4,0.41,0.845,-3.14,0.78,4
5,0.41,0.82875,-3.12,0.775,4
6,0.41,0.81625,-3,0.7525,4
7,0.41,0.77375,-2.825,0.7075,4
8,0.41,0.7625,-2.825,0.705,4
9,0.41,0.7275,-2.72,0.68,4
10,0.41,0.75875,-2.815,0.715,4
11,0.41,0.74,-2.735,0.685,4
12,0.41,0.75875,-2.785,0.6875,4
13,0.41,0.75,-2.745,0.685,4
14,0.41,0.74125,-2.735,0.6925,4
15,0.41,0.78375,-2.82,0.7,4
16,0.41,0.8025,-2.85,0.72,4
17,0.41,0.79125,-2.945,0.7375,4
18,0.41,0.77,-2.89,0.725,4
19,0.41,0.72,-2.705,0.68,4
20,0.41,0.7275,-2.775,0.6975,4
21,0.41,0.6775,-2.635,0.6325,4
22,0.41,0.68875,-2.615,0.645,4
23,0.41,0.7225,-2.715,0.6675,4
24,0.41,0.705,-2.83,0.7175,4
25,0.41,0.73625,-2.86,0.71,4
26,0.41,0.7025,-2.81,0.7,4
27,0.41,0.6675,-2.76,0.7225,4
28,0.41,0.67125,-2.77,0.71,4
29,0.41,0.68625,-2.78,0.7025,4
30,0.41,0.69875,-2.8,0.6975,4
31,0.41,0.6675,-2.68,0.6575,4
32,0.41,0.68,-2.705,0.6825,4
33,0.41,0.70375,-2.79,0.695,4
34,0.41,0.68125,-2.665,0.6675,4
35,0.41,0.66375,-2.58,0.6375,4
36,0.41,0.6675,-2.63,0.665,4
37,0.41,0.63875,-2.575,0.6525,4
38,0.41,0.64,-2.565,0.6575,4
39,0.41,0.63875,-2.6,0.6675,4
40,0.41,0.65625,-2.69,0.695,4
41,0.41,0.6375,-2.545,0.6175,4
42,0.41,0.6325,-2.57,0.64,4
43,0.41,0.595,-2.45,0.6125,4
44,0.41,0.625,-2.58,0.635,4
45,0.41,0.645,-2.645,0.645,4
46,0.41,0.59375,-2.445,0.5975,4
47,0.41,0.57125,-2.445,0.5825,4
48,0.41,0.58875,-2.565,0.6275,4
49,0.41,0.55375,-2.425,0.605,4
50,0.41,0.51375,-2.285,0.5875,4
