sweeps,magnetisation,seed
0,-1,90
1,-0.775,90
2,-0.62875,90
3,-0.505,90
4,-0.40875,90
5,-0.27625,90
6,-0.225,90
7,-0.155,90
8,-0.12375,90
9,-0.14125,90
10,-0.11875,90
