sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.7,1.0,-4.0,1.0,10,1.5775580011897693e-05,0.0007556216537775152
1,0.7,0.99125,-3.93,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
2,0.7,0.98875,-3.92,0.98,10,1.5775580011897693e-05,0.0007556216537775152
3,0.7,0.99125,-3.935,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
4,0.7,0.99375,-3.955,0.9875,10,1.5775580011897693e-05,0.0007556216537775152
5,0.7,0.99125,-3.93,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
6,0.7,0.99375,-3.95,0.9875,10,1.5775580011897693e-05,0.0007556216537775152
7,0.7,0.99375,-3.955,0.9875,10,1.5775580011897693e-05,0.0007556216537775152
8,0.7,0.99,-3.92,0.98,10,1.5775580011897693e-05,0.0007556216537775152
9,0.7,0.99,-3.925,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
10,0.7,0.98875,-3.915,0.98,10,1.5775580011897693e-05,0.0007556216537775152
11,0.7,0.99625,-3.97,0.9925,10,1.5775580011897693e-05,0.0007556216537775152
12,0.7,0.99625,-3.97,0.9925,10,1.5775580011897693e-05,0.0007556216537775152
13,0.7,0.99375,-3.95,0.9875,10,1.5775580011897693e-05,0.0007556216537775152
14,0.7,0.99375,-3.955,0.99,10,1.5775580011897693e-05,0.0007556216537775152
15,0.7,0.99125,-3.93,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
16,0.7,0.9925,-3.94,0.985,10,1.5775580011897693e-05,0.0007556216537775152
17,0.7,0.98875,-3.915,0.9775,10,1.5775580011897693e-05,0.0007556216537775152
18,0.7,0.9875,-3.9,0.975,10,1.5775580011897693e-05,0.0007556216537775152
19,0.7,0.99125,-3.93,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
20,0.7,0.99,-3.92,0.98,10,1.5775580011897693e-05,0.0007556216537775152
21,0.7,0.99125,-3.93,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
22,0.7,0.995,-3.96,0.99,10,1.5775580011897693e-05,0.0007556216537775152
23,0.7,0.99,-3.92,0.98,10,1.5775580011897693e-05,0.0007556216537775152
24,0.7,0.99375,-3.95,0.9875,10,1.5775580011897693e-05,0.0007556216537775152
25,0.7,0.99,-3.925,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
26,0.7,0.99625,-3.97,0.9925,10,1.5775580011897693e-05,0.0007556216537775152
27,0.7,0.99125,-3.93,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
28,0.7,0.9925,-3.94,0.985,10,1.5775580011897693e-05,0.0007556216537775152
29,0.7,0.99375,-3.95,0.9875,10,1.5775580011897693e-05,0.0007556216537775152
30,0.7,0.9825,-3.875,0.9675,10,1.5775580011897693e-05,0.0007556216537775152
31,0.7,0.98125,-3.885,0.9725,10,1.5775580011897693e-05,0.0007556216537775152
32,0.7,0.98375,-3.88,0.9725,10,1.5775580011897693e-05,0.0007556216537775152
33,0.7,0.985,-3.88,0.97,10,1.5775580011897693e-05,0.0007556216537775152
34,0.7,0.985,-3.89,0.9725,10,1.5775580011897693e-05,0.0007556216537775152
35,0.7,0.9875,-3.91,0.98,10,1.5775580011897693e-05,0.0007556216537775152
36,0.7,0.99125,-3.935,0.985,10,1.5775580011897693e-05,0.0007556216537775152
37,0.7,0.99375,-3.95,0.9875,10,1.5775580011897693e-05,0.0007556216537775152
38,0.7,0.995,-3.96,0.99,10,1.5775580011897693e-05,0.0007556216537775152
39,0.7,0.99125,-3.935,0.985,10,1.5775580011897693e-05,0.0007556216537775152
40,0.7,0.9925,-3.94,0.985,10,1.5775580011897693e-05,0.0007556216537775152
41,0.7,0.9875,-3.905,0.975,10,1.5775580011897693e-05,0.0007556216537775152
42,0.7,0.99125,-3.94,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
43,0.7,0.99125,-3.93,0.9825,10,1.5775580011897693e-05,0.0007556216537775152
44,0.7,0.99,-3.92,0.98,10,1.5775580011897693e-05,0.0007556216537775152
45,0.7,0.9875,-3.91,0.98,10,1.5775580011897693e-05,0.0007556216537775152
46,0.7,0.98125,-3.865,0.9675,10,1.5775580011897693e-05,0.0007556216537775152
47,0.7,0.99,-3.92,0.98,10,1.5775580011897693e-05,0.0007556216537775152
48,0.7,0.99,-3.935,0.985,10,1.5775580011897693e-05,0.0007556216537775152
49,0.7,0.9925,-3.945,0.9875,10,1.5775580011897693e-05,0.0007556216537775152
50,0.7,0.9975,-3.98,0.995,10,1.5775580011897693e-05,0.0007556216537775152
