sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,3
1,0.1,0.33875,-0.815,3
2,0.1,0.0675,-0.47,3
3,0.1,0.01125,-0.41,3
4,0.1,0.06375,-0.305,3
5,0.1,0.0425,-0.46,3
6,0.1,0.0225,-0.295,3
7,0.1,0.05,-0.34,3
8,0.1,0.0325,-0.425,3
9,0.1,0.03625,-0.4,3
10,0.1,0.01375,-0.355,3
