sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
1,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
2,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
3,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
4,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
5,0.9,0.99625,-3.97,0.9925,4,2.2903033908387843e-06,0.00012926829268292706
6,0.9,0.99375,-3.955,0.99,4,2.2903033908387843e-06,0.00012926829268292706
7,0.9,0.99625,-3.975,0.995,4,2.2903033908387843e-06,0.00012926829268292706
8,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
9,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
10,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
11,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
12,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
13,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
14,0.9,0.9975,-3.985,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
15,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
16,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
17,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
18,0.9,0.99625,-3.97,0.9925,4,2.2903033908387843e-06,0.00012926829268292706
19,0.9,0.99375,-3.955,0.9875,4,2.2903033908387843e-06,0.00012926829268292706
20,0.9,0.99625,-3.97,0.9925,4,2.2903033908387843e-06,0.00012926829268292706
21,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
22,0.9,0.995,-3.965,0.9925,4,2.2903033908387843e-06,0.00012926829268292706
23,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
24,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
25,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
26,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
27,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
28,0.9,0.99625,-3.975,0.9925,4,2.2903033908387843e-06,0.00012926829268292706
29,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
30,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
31,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
32,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
33,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
34,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
35,0.9,0.9975,-3.985,0.995,4,2.2903033908387843e-06,0.00012926829268292706
36,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
37,0.9,0.99625,-3.97,0.9925,4,2.2903033908387843e-06,0.00012926829268292706
38,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
39,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
40,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
41,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
42,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
43,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
44,0.9,0.995,-3.96,0.99,4,2.2903033908387843e-06,0.00012926829268292706
45,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
46,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
47,0.9,0.99875,-3.99,0.9975,4,2.2903033908387843e-06,0.00012926829268292706
48,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
49,0.9,0.9975,-3.98,0.995,4,2.2903033908387843e-06,0.00012926829268292706
50,0.9,1.0,-4.0,1.0,4,2.2903033908387843e-06,0.00012926829268292706
