sweeps,magnetisation,seed
0,-0.1225,22
1,-0.10625,22
2,-0.1125,22
3,-0.145,22
4,-0.0775,22
5,-0.07625,22
6,-0.0675,22
7,-0.04375,22
8,-0.0275,22
9,0.02625,22
10,-0.02875,22
