sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.35,1.0,-4.0,1.0,7,0.0304310232004759,0.02367575847709696
1,0.35,0.89375,-3.315,0.8375,7,0.0304310232004759,0.02367575847709696
2,0.35,0.82375,-2.93,0.715,7,0.0304310232004759,0.02367575847709696
3,0.35,0.75625,-2.625,0.66,7,0.0304310232004759,0.02367575847709696
4,0.35,0.6975,-2.47,0.62,7,0.0304310232004759,0.02367575847709696
5,0.35,0.66375,-2.265,0.565,7,0.0304310232004759,0.02367575847709696
6,0.35,0.63125,-2.235,0.565,7,0.0304310232004759,0.02367575847709696
7,0.35,0.58,-2.195,0.54,7,0.0304310232004759,0.02367575847709696
8,0.35,0.565,-2.215,0.545,7,0.0304310232004759,0.02367575847709696
9,0.35,0.5475,-2.11,0.5225,7,0.0304310232004759,0.02367575847709696
10,0.35,0.52125,-1.935,0.475,7,0.0304310232004759,0.02367575847709696
11,0.35,0.51625,-2.025,0.5,7,0.0304310232004759,0.02367575847709696
12,0.35,0.5225,-2.115,0.52,7,0.0304310232004759,0.02367575847709696
13,0.35,0.525,-2.15,0.535,7,0.0304310232004759,0.02367575847709696
14,0.35,0.4925,-2.135,0.5125,7,0.0304310232004759,0.02367575847709696
15,0.35,0.46875,-2.12,0.5225,7,0.0304310232004759,0.02367575847709696
16,0.35,0.46,-2.155,0.5325,7,0.0304310232004759,0.02367575847709696
17,0.35,0.45125,-2.135,0.54,7,0.0304310232004759,0.02367575847709696
18,0.35,0.41125,-1.835,0.445,7,0.0304310232004759,0.02367575847709696
19,0.35,0.4375,-1.915,0.5,7,0.0304310232004759,0.02367575847709696
20,0.35,0.44375,-1.88,0.4875,7,0.0304310232004759,0.02367575847709696
21,0.35,0.40625,-1.78,0.435,7,0.0304310232004759,0.02367575847709696
22,0.35,0.36375,-1.82,0.4425,7,0.0304310232004759,0.02367575847709696
23,0.35,0.3425,-1.835,0.46,7,0.0304310232004759,0.02367575847709696
24,0.35,0.365,-1.805,0.4425,7,0.0304310232004759,0.02367575847709696
25,0.35,0.34125,-1.83,0.46,7,0.0304310232004759,0.02367575847709696
26,0.35,0.28375,-1.68,0.4025,7,0.0304310232004759,0.02367575847709696
27,0.35,0.2675,-1.61,0.41,7,0.0304310232004759,0.02367575847709696
28,0.35,0.30375,-1.685,0.4175,7,0.0304310232004759,0.02367575847709696
29,0.35,0.30625,-1.87,0.47,7,0.0304310232004759,0.02367575847709696
30,0.35,0.28625,-1.705,0.4425,7,0.0304310232004759,0.02367575847709696
31,0.35,0.245,-1.67,0.43,7,0.0304310232004759,0.02367575847709696
32,0.35,0.175,-1.73,0.435,7,0.0304310232004759,0.02367575847709696
33,0.35,0.18875,-1.87,0.4775,7,0.0304310232004759,0.02367575847709696
34,0.35,0.19625,-1.89,0.4775,7,0.0304310232004759,0.02367575847709696
35,0.35,0.22375,-1.785,0.4475,7,0.0304310232004759,0.02367575847709696
36,0.35,0.24375,-1.895,0.47,7,0.0304310232004759,0.02367575847709696
37,0.35,0.24,-1.805,0.4625,7,0.0304310232004759,0.02367575847709696
38,0.35,0.20875,-1.885,0.4725,7,0.0304310232004759,0.02367575847709696
39,0.35,0.19875,-1.81,0.4425,7,0.0304310232004759,0.02367575847709696
40,0.35,0.17875,-1.735,0.395,7,0.0304310232004759,0.02367575847709696
41,0.35,0.11,-1.66,0.415,7,0.0304310232004759,0.02367575847709696
42,0.35,0.0625,-1.735,0.4175,7,0.0304310232004759,0.02367575847709696
43,0.35,0.02625,-1.755,0.4575,7,0.0304310232004759,0.02367575847709696
44,0.35,0.02,-1.785,0.4725,7,0.0304310232004759,0.02367575847709696
45,0.35,0.00125,-1.7,0.4375,7,0.0304310232004759,0.02367575847709696
46,0.35,-0.00625,-1.63,0.4025,7,0.0304310232004759,0.02367575847709696
47,0.35,0.0425,-1.68,0.4125,7,0.0304310232004759,0.02367575847709696
48,0.35,0.01875,-1.705,0.425,7,0.0304310232004759,0.02367575847709696
49,0.35,-0.0325,-1.655,0.4175,7,0.0304310232004759,0.02367575847709696
50,0.35,-0.08125,-1.735,0.44,7,0.0304310232004759,0.02367575847709696
