sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,8
1,0.1,0.3475,-0.85,8
2,0.1,0.1125,-0.255,8
3,0.1,-0.00625,-0.275,8
4,0.1,-0.02625,-0.47,8
5,0.1,0.01,-0.255,8
6,0.1,0.03375,-0.425,8
7,0.1,0.01375,-0.46,8
8,0.1,-0.03625,-0.43,8
9,0.1,0.0175,-0.33,8
10,0.1,0.02,-0.405,8
