sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.4,1.0,-4.0,1.0,29,0.005590703078524687,0.017680368828078507
1,0.4,0.93625,-3.565,0.8925,29,0.005590703078524687,0.017680368828078507
2,0.4,0.88875,-3.295,0.8225,29,0.005590703078524687,0.017680368828078507
3,0.4,0.85875,-3.16,0.78,29,0.005590703078524687,0.017680368828078507
4,0.4,0.84375,-3.095,0.77,29,0.005590703078524687,0.017680368828078507
5,0.4,0.79875,-2.895,0.7325,29,0.005590703078524687,0.017680368828078507
6,0.4,0.76375,-2.805,0.7075,29,0.005590703078524687,0.017680368828078507
7,0.4,0.73375,-2.75,0.6975,29,0.005590703078524687,0.017680368828078507
8,0.4,0.73875,-2.74,0.695,29,0.005590703078524687,0.017680368828078507
9,0.4,0.685,-2.69,0.6775,29,0.005590703078524687,0.017680368828078507
10,0.4,0.665,-2.575,0.6625,29,0.005590703078524687,0.017680368828078507
11,0.4,0.67625,-2.76,0.69,29,0.005590703078524687,0.017680368828078507
12,0.4,0.6725,-2.675,0.6675,29,0.005590703078524687,0.017680368828078507
13,0.4,0.705,-2.78,0.68,29,0.005590703078524687,0.017680368828078507
14,0.4,0.69,-2.66,0.6625,29,0.005590703078524687,0.017680368828078507
15,0.4,0.6875,-2.665,0.6575,29,0.005590703078524687,0.017680368828078507
16,0.4,0.66375,-2.6,0.6625,29,0.005590703078524687,0.017680368828078507
17,0.4,0.64375,-2.53,0.635,29,0.005590703078524687,0.017680368828078507
18,0.4,0.63625,-2.425,0.61,29,0.005590703078524687,0.017680368828078507
19,0.4,0.60625,-2.39,0.6025,29,0.005590703078524687,0.017680368828078507
20,0.4,0.58125,-2.37,0.585,29,0.005590703078524687,0.017680368828078507
21,0.4,0.55625,-2.465,0.63,29,0.005590703078524687,0.017680368828078507
22,0.4,0.53625,-2.455,0.6225,29,0.005590703078524687,0.017680368828078507
23,0.4,0.59,-2.55,0.655,29,0.005590703078524687,0.017680368828078507
24,0.4,0.5625,-2.4,0.6175,29,0.005590703078524687,0.017680368828078507
25,0.4,0.54625,-2.35,0.585,29,0.005590703078524687,0.017680368828078507
26,0.4,0.53875,-2.28,0.5675,29,0.005590703078524687,0.017680368828078507
27,0.4,0.5725,-2.395,0.585,29,0.005590703078524687,0.017680368828078507
28,0.4,0.53,-2.315,0.58,29,0.005590703078524687,0.017680368828078507
29,0.4,0.5425,-2.37,0.585,29,0.005590703078524687,0.017680368828078507
30,0.4,0.61,-2.51,0.6325,29,0.005590703078524687,0.017680368828078507
31,0.4,0.59375,-2.395,0.61,29,0.005590703078524687,0.017680368828078507
32,0.4,0.60625,-2.555,0.6325,29,0.005590703078524687,0.017680368828078507
33,0.4,0.6375,-2.545,0.6375,29,0.005590703078524687,0.017680368828078507
34,0.4,0.62,-2.58,0.6675,29,0.005590703078524687,0.017680368828078507
35,0.4,0.59875,-2.55,0.6475,29,0.005590703078524687,0.017680368828078507
36,0.4,0.5975,-2.55,0.6325,29,0.005590703078524687,0.017680368828078507
37,0.4,0.58375,-2.5,0.6175,29,0.005590703078524687,0.017680368828078507
38,0.4,0.56,-2.25,0.565,29,0.005590703078524687,0.017680368828078507
39,0.4,0.5175,-2.25,0.57,29,0.005590703078524687,0.017680368828078507
40,0.4,0.5325,-2.41,0.585,29,0.005590703078524687,0.017680368828078507
41,0.4,0.5275,-2.385,0.5875,29,0.005590703078524687,0.017680368828078507
42,0.4,0.53125,-2.405,0.5975,29,0.005590703078524687,0.017680368828078507
43,0.4,0.53375,-2.465,0.625,29,0.005590703078524687,0.017680368828078507
44,0.4,0.51,-2.405,0.59,29,0.005590703078524687,0.017680368828078507
45,0.4,0.45125,-2.2,0.545,29,0.005590703078524687,0.017680368828078507
46,0.4,0.43875,-2.33,0.57,29,0.005590703078524687,0.017680368828078507
47,0.4,0.4475,-2.39,0.5975,29,0.005590703078524687,0.017680368828078507
48,0.4,0.4125,-2.41,0.6125,29,0.005590703078524687,0.017680368828078507
49,0.4,0.435,-2.345,0.605,29,0.005590703078524687,0.017680368828078507
50,0.4,0.46,-2.455,0.61,29,0.005590703078524687,0.017680368828078507
