sweeps,magnetisation,seed
0,-1,52
1,-0.74625,52
2,-0.51375,52
3,-0.40875,52
4,-0.3375,52
5,-0.35875,52
6,-0.27,52
7,-0.23375,52
8,-0.1375,52
9,-0.11375,52
10,-0.0975,52
