sweeps,magnetisation,seed
0,-1,85
1,-0.75125,85
2,-0.55625,85
3,-0.3875,85
4,-0.26125,85
5,-0.16625,85
6,-0.07125,85
7,-0.02625,85
8,0.01125,85
9,0.01,85
10,-0.04125,85
