sweeps,magnetisation,seed
0,0.03125,28
1,0.05125,28
2,0.01625,28
3,-0.03375,28
4,-0.00625,28
5,0.00625,28
6,0.04625,28
7,0.0075,28
8,-0.05125,28
9,-0.03375,28
10,-0.065,28
