sweeps,beta,magnetisation,energy,G,seed
0,0.37037,1,-4,1,28
1,0.37037,0.9025,-3.335,0.8275,28
2,0.37037,0.85,-3.06,0.7725,28
3,0.37037,0.82125,-2.985,0.74,28
4,0.37037,0.7825,-2.83,0.7025,28
5,0.37037,0.73125,-2.575,0.655,28
6,0.37037,0.62375,-2.33,0.595,28
7,0.37037,0.58625,-2.325,0.5975,28
8,0.37037,0.57625,-2.39,0.595,28
9,0.37037,0.52625,-2.225,0.545,28
10,0.37037,0.5275,-2.355,0.6025,28
11,0.37037,0.4975,-2.135,0.53,28
12,0.37037,0.46125,-2.11,0.5275,28
13,0.37037,0.495,-2.21,0.555,28
14,0.37037,0.455,-2.175,0.525,28
15,0.37037,0.41,-2.07,0.53,28
16,0.37037,0.41125,-2.15,0.525,28
17,0.37037,0.39875,-2.04,0.525,28
18,0.37037,0.40625,-2.05,0.5075,28
19,0.37037,0.40375,-1.995,0.48,28
20,0.37037,0.4225,-2.13,0.53,28
21,0.37037,0.3975,-1.945,0.4925,28
22,0.37037,0.39125,-1.95,0.48,28
23,0.37037,0.44625,-2.115,0.545,28
24,0.37037,0.4725,-2.29,0.5875,28
25,0.37037,0.48,-2.16,0.55,28
26,0.37037,0.44,-2.075,0.5225,28
27,0.37037,0.3975,-2.115,0.5675,28
28,0.37037,0.4075,-2.085,0.5275,28
29,0.37037,0.37625,-2.195,0.545,28
30,0.37037,0.36625,-2.2,0.54,28
31,0.37037,0.35,-2.09,0.515,28
32,0.37037,0.2975,-2.045,0.5025,28
33,0.37037,0.3025,-2.01,0.4875,28
34,0.37037,0.3375,-1.99,0.4625,28
35,0.37037,0.2975,-2,0.5025,28
36,0.37037,0.255,-1.985,0.47,28
37,0.37037,0.28375,-2.075,0.5175,28
38,0.37037,0.23875,-1.99,0.485,28
39,0.37037,0.23375,-1.905,0.455,28
40,0.37037,0.25625,-1.86,0.44,28
41,0.37037,0.28125,-1.905,0.4425,28
42,0.37037,0.29375,-2.05,0.485,28
43,0.37037,0.2875,-2.065,0.5125,28
44,0.37037,0.27375,-1.885,0.46,28
45,0.37037,0.26875,-2.005,0.505,28
46,0.37037,0.255,-1.835,0.465,28
47,0.37037,0.32,-1.98,0.4975,28
48,0.37037,0.30375,-2.01,0.49,28
49,0.37037,0.28375,-1.835,0.4475,28
50,0.37037,0.315,-1.98,0.48,28
