sweeps,magnetisation,seed
0,-0.01625,26
1,-0.025,26
2,0,26
3,-0.025,26
4,-0.01625,26
5,0.05875,26
6,0.06,26
7,0.08,26
8,0.06625,26
9,0.0125,26
10,0.00875,26
