sweeps,magnetisation,seed
0,-1,76
1,-0.75625,76
2,-0.55125,76
3,-0.4375,76
4,-0.26125,76
5,-0.18125,76
6,-0.10375,76
7,-0.11,76
8,-0.05,76
9,-0.045,76
10,-0.02,76
