sweeps,magnetisation,seed
0,0.04875,30
1,0.025,30
2,0.08,30
3,0.0475,30
4,0.005,30
5,0.02125,30
6,0.015,30
7,-0.00625,30
8,0.03125,30
9,0.01375,30
10,-0.015,30
