sweeps,magnetisation,seed
0,-1,75
1,-0.78125,75
2,-0.59,75
3,-0.40375,75
4,-0.33375,75
5,-0.255,75
6,-0.2425,75
7,-0.18875,75
8,-0.1125,75
9,-0.07875,75
10,-0.1,75
