sweeps,magnetisation,seed
0,-1,63
1,-0.76125,63
2,-0.5775,63
3,-0.465,63
4,-0.3375,63
5,-0.27375,63
6,-0.1975,63
7,-0.155,63
8,-0.1375,63
9,-0.1025,63
10,-0.08125,63
