sweeps,magnetisation,seed
0,-1,41
1,-0.75625,41
2,-0.5475,41
3,-0.50875,41
4,-0.4075,41
5,-0.32,41
6,-0.27875,41
7,-0.2625,41
8,-0.2575,41
9,-0.175,41
10,-0.13625,41
