sweeps,magnetisation,seed
0,0.0325,27
1,0.0025,27
2,0.07125,27
3,0.01625,27
4,-0.0225,27
5,-0.025,27
6,-0.03125,27
7,-0.01125,27
8,-0.01625,27
9,-0.0475,27
10,-0.02625,27
