sweeps,magnetisation,seed
0,-1,21
1,-0.755,21
2,-0.56875,21
3,-0.47,21
4,-0.38875,21
5,-0.27,21
6,-0.22875,21
7,-0.12375,21
8,-0.07625,21
9,-0.07875,21
10,-0.075,21
