sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,5
1,0.1,0.375,-0.8,5
2,0.1,0.13875,-0.455,5
3,0.1,0.005,-0.295,5
4,0.1,0.02375,-0.28,5
5,0.1,0.02875,-0.34,5
6,0.1,0.01,-0.415,5
7,0.1,-0.01375,-0.49,5
8,0.1,-0.05625,-0.395,5
9,0.1,-0.03125,-0.365,5
10,0.1,-0.03875,-0.405,5
