sweeps,magnetisation,seed
0,-1,55
1,-0.745,55
2,-0.51625,55
3,-0.3225,55
4,-0.26,55
5,-0.19625,55
6,-0.1825,55
7,-0.15875,55
8,-0.1375,55
9,-0.1075,55
10,-0.11875,55
