sweeps,magnetisation,seed
0,-1,50
1,-0.7175,50
2,-0.555,50
3,-0.4175,50
4,-0.29,50
5,-0.21625,50
6,-0.12875,50
7,-0.075,50
8,-0.0625,50
9,-0.01125,50
10,0.04,50
