sweeps,magnetisation,seed
0,-1,37
1,-0.74875,37
2,-0.5525,37
3,-0.43875,37
4,-0.3375,37
5,-0.2725,37
6,-0.1825,37
7,-0.21875,37
8,-0.18875,37
9,-0.13125,37
10,-0.09375,37
