sweeps,magnetisation,seed
0,0.0675,32
1,0.03875,32
2,-0.0275,32
3,-0.02625,32
4,0.03125,32
5,0.04,32
6,0.065,32
7,0.01375,32
8,0.01,32
9,-0.015,32
10,-0.0475,32
