sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,0
1,0.1,0.3825,-0.915,0
2,0.1,0.11,-0.39,0
3,0.1,0.04375,-0.365,0
4,0.1,0.01625,-0.41,0
5,0.1,0.02625,-0.535,0
6,0.1,0.01125,-0.495,0
7,0.1,0.02875,-0.405,0
8,0.1,-0.07,-0.36,0
9,0.1,-0.06625,-0.425,0
10,0.1,-0.0325,-0.28,0
