sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.75,1.0,-4.0,1.0,18,8.646267102914917e-06,0.00038854848304580703
1,0.75,0.995,-3.96,0.99,18,8.646267102914917e-06,0.00038854848304580703
2,0.75,0.9975,-3.98,0.995,18,8.646267102914917e-06,0.00038854848304580703
3,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
4,0.75,0.99125,-3.935,0.985,18,8.646267102914917e-06,0.00038854848304580703
5,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
6,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
7,0.75,0.99625,-3.975,0.995,18,8.646267102914917e-06,0.00038854848304580703
8,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
9,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
10,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
11,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
12,0.75,0.995,-3.96,0.99,18,8.646267102914917e-06,0.00038854848304580703
13,0.75,0.995,-3.965,0.9925,18,8.646267102914917e-06,0.00038854848304580703
14,0.75,0.9925,-3.945,0.9875,18,8.646267102914917e-06,0.00038854848304580703
15,0.75,0.99125,-3.945,0.985,18,8.646267102914917e-06,0.00038854848304580703
16,0.75,0.99125,-3.955,0.99,18,8.646267102914917e-06,0.00038854848304580703
17,0.75,0.99375,-3.955,0.9875,18,8.646267102914917e-06,0.00038854848304580703
18,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
19,0.75,0.99375,-3.955,0.9875,18,8.646267102914917e-06,0.00038854848304580703
20,0.75,0.99125,-3.935,0.9825,18,8.646267102914917e-06,0.00038854848304580703
21,0.75,0.9925,-3.94,0.985,18,8.646267102914917e-06,0.00038854848304580703
22,0.75,0.98625,-3.92,0.985,18,8.646267102914917e-06,0.00038854848304580703
23,0.75,0.9875,-3.925,0.9825,18,8.646267102914917e-06,0.00038854848304580703
24,0.75,0.99375,-3.95,0.9875,18,8.646267102914917e-06,0.00038854848304580703
25,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
26,0.75,0.995,-3.965,0.9925,18,8.646267102914917e-06,0.00038854848304580703
27,0.75,0.995,-3.965,0.9925,18,8.646267102914917e-06,0.00038854848304580703
28,0.75,0.9925,-3.945,0.9875,18,8.646267102914917e-06,0.00038854848304580703
29,0.75,0.99375,-3.955,0.99,18,8.646267102914917e-06,0.00038854848304580703
30,0.75,0.9975,-3.98,0.995,18,8.646267102914917e-06,0.00038854848304580703
31,0.75,0.99375,-3.95,0.9875,18,8.646267102914917e-06,0.00038854848304580703
32,0.75,0.995,-3.96,0.99,18,8.646267102914917e-06,0.00038854848304580703
33,0.75,0.995,-3.96,0.99,18,8.646267102914917e-06,0.00038854848304580703
34,0.75,0.99375,-3.955,0.99,18,8.646267102914917e-06,0.00038854848304580703
35,0.75,0.99625,-3.97,0.9925,18,8.646267102914917e-06,0.00038854848304580703
36,0.75,0.995,-3.965,0.99,18,8.646267102914917e-06,0.00038854848304580703
37,0.75,0.99125,-3.935,0.985,18,8.646267102914917e-06,0.00038854848304580703
38,0.75,0.99375,-3.96,0.99,18,8.646267102914917e-06,0.00038854848304580703
39,0.75,0.99375,-3.95,0.9875,18,8.646267102914917e-06,0.00038854848304580703
40,0.75,0.99,-3.92,0.98,18,8.646267102914917e-06,0.00038854848304580703
41,0.75,0.98875,-3.91,0.9775,18,8.646267102914917e-06,0.00038854848304580703
42,0.75,0.99,-3.92,0.98,18,8.646267102914917e-06,0.00038854848304580703
43,0.75,0.99625,-3.975,0.995,18,8.646267102914917e-06,0.00038854848304580703
44,0.75,0.9975,-3.98,0.995,18,8.646267102914917e-06,0.00038854848304580703
45,0.75,0.99875,-3.99,0.9975,18,8.646267102914917e-06,0.00038854848304580703
46,0.75,0.995,-3.96,0.99,18,8.646267102914917e-06,0.00038854848304580703
47,0.75,0.9925,-3.94,0.985,18,8.646267102914917e-06,0.00038854848304580703
48,0.75,0.99375,-3.955,0.9875,18,8.646267102914917e-06,0.00038854848304580703
49,0.75,0.9875,-3.91,0.9775,18,8.646267102914917e-06,0.00038854848304580703
50,0.75,0.9875,-3.915,0.975,18,8.646267102914917e-06,0.00038854848304580703
