sweeps,magnetisation,seed
0,-1,67
1,-0.7475,67
2,-0.5975,67
3,-0.4925,67
4,-0.38625,67
5,-0.295,67
6,-0.2225,67
7,-0.1525,67
8,-0.13,67
9,-0.08625,67
10,-0.065,67
