sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.3,1.0,-4.0,1.0,31,0.0018369088340273647,0.004790303390838788
1,0.3,0.84875,-3.04,0.765,31,0.0018369088340273647,0.004790303390838788
2,0.3,0.7475,-2.59,0.6425,31,0.0018369088340273647,0.004790303390838788
3,0.3,0.66375,-2.205,0.535,31,0.0018369088340273647,0.004790303390838788
4,0.3,0.5325,-1.78,0.4375,31,0.0018369088340273647,0.004790303390838788
5,0.3,0.4475,-1.695,0.44,31,0.0018369088340273647,0.004790303390838788
6,0.3,0.33875,-1.715,0.4375,31,0.0018369088340273647,0.004790303390838788
7,0.3,0.30125,-1.645,0.41,31,0.0018369088340273647,0.004790303390838788
8,0.3,0.2675,-1.615,0.4075,31,0.0018369088340273647,0.004790303390838788
9,0.3,0.20125,-1.53,0.39,31,0.0018369088340273647,0.004790303390838788
10,0.3,0.1675,-1.46,0.3625,31,0.0018369088340273647,0.004790303390838788
11,0.3,0.12875,-1.395,0.34,31,0.0018369088340273647,0.004790303390838788
12,0.3,0.10625,-1.355,0.3225,31,0.0018369088340273647,0.004790303390838788
13,0.3,0.0375,-1.27,0.31,31,0.0018369088340273647,0.004790303390838788
14,0.3,0.05,-1.485,0.345,31,0.0018369088340273647,0.004790303390838788
15,0.3,0.0625,-1.33,0.34,31,0.0018369088340273647,0.004790303390838788
16,0.3,0.04625,-1.385,0.345,31,0.0018369088340273647,0.004790303390838788
17,0.3,0.055,-1.4,0.34,31,0.0018369088340273647,0.004790303390838788
18,0.3,0.08,-1.375,0.3325,31,0.0018369088340273647,0.004790303390838788
19,0.3,0.0775,-1.415,0.3475,31,0.0018369088340273647,0.004790303390838788
20,0.3,0.0675,-1.42,0.3675,31,0.0018369088340273647,0.004790303390838788
21,0.3,0.07,-1.41,0.345,31,0.0018369088340273647,0.004790303390838788
22,0.3,0.00875,-1.325,0.3025,31,0.0018369088340273647,0.004790303390838788
23,0.3,-0.0025,-1.495,0.4,31,0.0018369088340273647,0.004790303390838788
24,0.3,0.025,-1.445,0.365,31,0.0018369088340273647,0.004790303390838788
25,0.3,0.06875,-1.41,0.3525,31,0.0018369088340273647,0.004790303390838788
26,0.3,0.06875,-1.38,0.35,31,0.0018369088340273647,0.004790303390838788
27,0.3,0.10125,-1.485,0.3725,31,0.0018369088340273647,0.004790303390838788
28,0.3,0.11125,-1.385,0.3425,31,0.0018369088340273647,0.004790303390838788
29,0.3,0.08875,-1.345,0.3425,31,0.0018369088340273647,0.004790303390838788
30,0.3,0.065,-1.375,0.345,31,0.0018369088340273647,0.004790303390838788
31,0.3,0.08875,-1.395,0.3575,31,0.0018369088340273647,0.004790303390838788
32,0.3,0.06625,-1.445,0.3475,31,0.0018369088340273647,0.004790303390838788
33,0.3,0.03,-1.32,0.3375,31,0.0018369088340273647,0.004790303390838788
34,0.3,0.03875,-1.21,0.2875,31,0.0018369088340273647,0.004790303390838788
35,0.3,-0.00125,-1.265,0.285,31,0.0018369088340273647,0.004790303390838788
36,0.3,-0.02,-1.205,0.3075,31,0.0018369088340273647,0.004790303390838788
37,0.3,0.0075,-1.31,0.335,31,0.0018369088340273647,0.004790303390838788
38,0.3,0.05375,-1.265,0.2975,31,0.0018369088340273647,0.004790303390838788
39,0.3,0.06875,-1.405,0.3525,31,0.0018369088340273647,0.004790303390838788
40,0.3,0.0025,-1.33,0.32,31,0.0018369088340273647,0.004790303390838788
41,0.3,-0.0225,-1.47,0.36,31,0.0018369088340273647,0.004790303390838788
42,0.3,-0.02,-1.375,0.3475,31,0.0018369088340273647,0.004790303390838788
43,0.3,-0.0075,-1.43,0.3625,31,0.0018369088340273647,0.004790303390838788
44,0.3,0.00625,-1.385,0.35,31,0.0018369088340273647,0.004790303390838788
45,0.3,0.065,-1.405,0.3725,31,0.0018369088340273647,0.004790303390838788
46,0.3,0.03875,-1.395,0.3525,31,0.0018369088340273647,0.004790303390838788
47,0.3,0.09125,-1.46,0.3425,31,0.0018369088340273647,0.004790303390838788
48,0.3,0.00875,-1.39,0.3525,31,0.0018369088340273647,0.004790303390838788
49,0.3,0.01125,-1.42,0.365,31,0.0018369088340273647,0.004790303390838788
50,0.3,0.02375,-1.445,0.3575,31,0.0018369088340273647,0.004790303390838788
