sweeps,beta,magnetisation,energy,seed
0,0.1,1,-4,1
1,0.1,0.3625,-0.885,1
2,0.1,0.19375,-0.685,1
3,0.1,0.02375,-0.46,1
4,0.1,0.0025,-0.475,1
5,0.1,-0.00375,-0.4,1
6,0.1,-0.08,-0.41,1
7,0.1,-0.06875,-0.415,1
8,0.1,-0.03375,-0.345,1
9,0.1,0.02625,-0.395,1
10,0.1,-0.05,-0.375,1
