sweeps,beta,magnetisation,energy,G,seed,mVar,eVar
0,0.6,1.0,-4.0,1.0,38,4.879721891731113e-05,0.0018743604997025589
1,0.6,0.9875,-3.905,0.9775,38,4.879721891731113e-05,0.0018743604997025589
2,0.6,0.97625,-3.835,0.96,38,4.879721891731113e-05,0.0018743604997025589
3,0.6,0.9875,-3.91,0.9775,38,4.879721891731113e-05,0.0018743604997025589
4,0.6,0.9725,-3.8,0.9475,38,4.879721891731113e-05,0.0018743604997025589
5,0.6,0.97625,-3.83,0.9575,38,4.879721891731113e-05,0.0018743604997025589
6,0.6,0.975,-3.835,0.955,38,4.879721891731113e-05,0.0018743604997025589
7,0.6,0.9725,-3.805,0.95,38,4.879721891731113e-05,0.0018743604997025589
8,0.6,0.97125,-3.785,0.9475,38,4.879721891731113e-05,0.0018743604997025589
9,0.6,0.97,-3.765,0.94,38,4.879721891731113e-05,0.0018743604997025589
10,0.6,0.9675,-3.775,0.9425,38,4.879721891731113e-05,0.0018743604997025589
11,0.6,0.96875,-3.785,0.95,38,4.879721891731113e-05,0.0018743604997025589
12,0.6,0.97,-3.81,0.9525,38,4.879721891731113e-05,0.0018743604997025589
13,0.6,0.9675,-3.8,0.9525,38,4.879721891731113e-05,0.0018743604997025589
14,0.6,0.96125,-3.765,0.945,38,4.879721891731113e-05,0.0018743604997025589
15,0.6,0.9775,-3.855,0.9625,38,4.879721891731113e-05,0.0018743604997025589
16,0.6,0.9775,-3.835,0.96,38,4.879721891731113e-05,0.0018743604997025589
17,0.6,0.9725,-3.8,0.955,38,4.879721891731113e-05,0.0018743604997025589
18,0.6,0.9725,-3.8,0.9525,38,4.879721891731113e-05,0.0018743604997025589
19,0.6,0.97875,-3.85,0.965,38,4.879721891731113e-05,0.0018743604997025589
20,0.6,0.9925,-3.94,0.985,38,4.879721891731113e-05,0.0018743604997025589
21,0.6,0.98875,-3.915,0.9775,38,4.879721891731113e-05,0.0018743604997025589
22,0.6,0.98125,-3.885,0.9675,38,4.879721891731113e-05,0.0018743604997025589
23,0.6,0.98375,-3.89,0.9725,38,4.879721891731113e-05,0.0018743604997025589
24,0.6,0.97,-3.805,0.9525,38,4.879721891731113e-05,0.0018743604997025589
25,0.6,0.96875,-3.795,0.945,38,4.879721891731113e-05,0.0018743604997025589
26,0.6,0.975,-3.805,0.9525,38,4.879721891731113e-05,0.0018743604997025589
27,0.6,0.98,-3.845,0.96,38,4.879721891731113e-05,0.0018743604997025589
28,0.6,0.98625,-3.9,0.9775,38,4.879721891731113e-05,0.0018743604997025589
29,0.6,0.9875,-3.905,0.9775,38,4.879721891731113e-05,0.0018743604997025589
30,0.6,0.98875,-3.91,0.9775,38,4.879721891731113e-05,0.0018743604997025589
31,0.6,0.98625,-3.89,0.9725,38,4.879721891731113e-05,0.0018743604997025589
32,0.6,0.97625,-3.84,0.96,38,4.879721891731113e-05,0.0018743604997025589
33,0.6,0.9675,-3.77,0.94,38,4.879721891731113e-05,0.0018743604997025589
34,0.6,0.97375,-3.805,0.9525,38,4.879721891731113e-05,0.0018743604997025589
35,0.6,0.975,-3.84,0.96,38,4.879721891731113e-05,0.0018743604997025589
36,0.6,0.98375,-3.87,0.9675,38,4.879721891731113e-05,0.0018743604997025589
37,0.6,0.97875,-3.84,0.9575,38,4.879721891731113e-05,0.0018743604997025589
38,0.6,0.97875,-3.83,0.9575,38,4.879721891731113e-05,0.0018743604997025589
39,0.6,0.97,-3.785,0.9475,38,4.879721891731113e-05,0.0018743604997025589
40,0.6,0.97,-3.805,0.955,38,4.879721891731113e-05,0.0018743604997025589
41,0.6,0.97,-3.84,0.965,38,4.879721891731113e-05,0.0018743604997025589
42,0.6,0.975,-3.835,0.9575,38,4.879721891731113e-05,0.0018743604997025589
43,0.6,0.97375,-3.805,0.9475,38,4.879721891731113e-05,0.0018743604997025589
44,0.6,0.97125,-3.795,0.95,38,4.879721891731113e-05,0.0018743604997025589
45,0.6,0.975,-3.815,0.9525,38,4.879721891731113e-05,0.0018743604997025589
46,0.6,0.975,-3.82,0.9525,38,4.879721891731113e-05,0.0018743604997025589
47,0.6,0.96875,-3.78,0.9425,38,4.879721891731113e-05,0.0018743604997025589
48,0.6,0.98,-3.85,0.96,38,4.879721891731113e-05,0.0018743604997025589
49,0.6,0.9725,-3.815,0.9525,38,4.879721891731113e-05,0.0018743604997025589
50,0.6,0.97875,-3.85,0.965,38,4.879721891731113e-05,0.0018743604997025589
